beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
2.02108,2.03236,0.00542,0.13175,0.50060,0.45557,0.00047,0.00238,-0.01367,0.00427,-0.00355,-0.00041,-0.00045,-0.00663,0.06245,-0.07383,0.03978,0.00922,0.04229,0.10760,0.11212,0.02507,-0.10553,-0.05874,-0.06044,-0.12258
1.97790,2.03061,0.07967,0.06719,0.50939,0.47306,0.05483,-0.04597,0.13962,-0.03851,0.01458,-0.02337,0.01854,0.15116,-0.04325,-0.08237,0.03449,0.01199,0.04631,0.03537,-0.10831,0.06250,0.06585,-0.02776,-0.06297,0.18640
1.95054,2.05239,0.07056,0.06926,0.46128,0.46647,0.09927,-0.01342,-0.02537,0.00764,0.01774,0.04700,0.04597,0.00395,-0.00927,-0.09415,0.03769,0.03114,0.01807,0.04561,-0.01633,-0.04098,-0.00219,-0.07602,-0.09712,-0.05528
2.04513,2.05359,0.05518,0.10470,0.52461,0.46323,0.01688,0.03562,0.06034,0.00038,-0.04915,-0.02779,-0.04915,0.05636,-0.01941,-0.12903,0.02267,0.05643,0.01240,0.04202,-0.08412,0.10357,-0.02690,-0.07820,-0.12824,0.17142
2.01269,2.02479,0.02781,0.04506,0.45054,0.46723,0.01367,-0.01763,-0.00579,-0.00644,0.00532,-0.00032,0.02452,-0.01982,0.01671,-0.03233,0.03465,0.03792,0.03803,0.04048,-0.05801,-0.00060,0.00414,-0.00201,-0.03895,-0.04124
2.01193,2.01526,0.01483,0.10816,0.52423,0.46790,-0.00202,0.00981,0.00622,0.00260,-0.00500,-0.00025,-0.01299,0.01071,0.14151,-0.19188,0.02455,0.01760,0.09206,0.11109,0.03006,0.16372,-0.01053,-0.02841,-0.03521,0.22413
1.97551,1.99788,0.02452,0.08187,0.45018,0.46769,0.04072,0.02463,-0.00210,0.00597,-0.01660,-0.04491,0.00005,-0.03344,-0.10572,0.00205,0.05194,0.02202,0.06419,0.00931,-0.03845,-0.00870,0.00182,-0.03567,-0.13784,-0.08989
2.03567,2.00131,0.04146,0.06044,0.52735,0.47029,-0.05542,-0.05052,0.02191,-0.02881,-0.02969,0.06951,-0.00602,0.05745,0.07217,-0.10973,0.03252,0.02893,0.08231,0.11312,-0.04254,0.06646,0.00270,-0.01836,-0.01344,0.10133
2.01529,2.02022,0.03816,0.09332,0.45619,0.46346,0.00299,0.02075,-0.00446,-0.01466,-0.03350,-0.08375,-0.03214,-0.07382,0.00328,-0.08673,0.07886,0.06147,0.06428,0.00544,0.06119,0.02613,-0.04022,-0.00575,-0.12952,0.15085
2.02334,2.02194,0.04013,0.08751,0.45618,0.45878,-0.01126,0.02009,-0.01025,-0.00929,-0.02661,-0.08632,-0.03007,-0.07802,-0.00988,-0.09170,0.06167,0.03994,0.05631,0.00748,0.04300,0.01897,-0.01828,-0.00860,-0.12899,0.16129
1.99384,2.05606,0.01994,0.05729,0.51931,0.47146,0.01663,-0.01456,0.00808,0.00203,0.00041,0.04790,-0.00139,0.04951,-0.01941,-0.11966,-0.01188,-0.03066,0.03783,0.06141,-0.08102,0.04898,-0.02902,-0.05651,-0.04995,-0.07289
1.95490,2.08671,0.01950,0.08355,0.45930,0.45909,0.02502,0.02732,0.02879,-0.01656,0.02305,-0.03429,-0.01636,-0.03855,0.08170,-0.17503,0.02476,-0.02119,-0.00557,-0.03177,-0.07693,0.02475,-0.01745,-0.16081,-0.19323,0.06179
1.97689,2.11697,0.01346,0.09331,0.45027,0.45947,0.02413,0.02421,0.00966,-0.00995,0.01443,-0.02614,-0.00353,-0.02570,0.04848,-0.18381,-0.00543,-0.04560,-0.07761,0.02691,-0.13004,-0.03375,-0.08421,-0.11146,-0.18790,0.04933
1.97889,1.99912,0.01574,0.08478,0.53167,0.47288,-0.01426,-0.02031,-0.00374,0.01364,-0.02865,0.03309,-0.00275,0.03950,-0.08161,-0.03986,0.08832,0.08040,0.06415,0.07538,0.02993,0.09117,0.04788,0.03143,-0.02009,0.03267
2.05041,2.05058,0.08116,0.05015,0.45764,0.46088,-0.09202,0.11304,0.05014,-0.10585,0.01615,-0.24473,-0.06369,-0.09311,0.04678,-0.08218,-0.03733,0.04260,0.02323,0.01796,-0.05373,0.00646,-0.04985,-0.01488,-0.08999,0.01085
1.93507,2.02391,0.02019,0.05068,0.51999,0.47786,0.01672,-0.02592,0.01406,0.02371,-0.02312,0.05516,0.00319,0.03449,-0.02182,-0.03247,0.08926,0.00646,0.02655,0.03246,-0.04420,0.02154,0.05031,-0.03829,-0.04546,0.02634
2.01721,2.06861,0.05752,0.06798,0.46053,0.45642,0.02967,0.08475,0.04170,-0.02132,-0.04940,-0.17044,-0.00467,0.04865,-0.01145,-0.11359,-0.01723,-0.03177,-0.02470,-0.00788,-0.01765,0.01145,-0.07416,-0.04328,-0.03698,0.05908
1.93714,2.02296,0.12796,0.06811,0.51941,0.47143,0.00092,-0.17880,0.04488,0.02994,0.06437,0.15184,-0.03388,-0.00912,0.00059,-0.05628,0.06012,0.08129,0.06796,0.07163,-0.08321,0.05423,0.07340,-0.00041,-0.14049,-0.03513
2.01550,2.05584,0.03593,0.07709,0.48565,0.47670,0.02673,0.03814,0.05597,-0.00457,-0.05085,-0.00187,0.06502,0.01549,-0.10297,-0.14541,0.00522,-0.01343,0.05930,-0.06709,-0.07724,0.11652,0.05883,-0.07167,-0.08422,0.12345
2.02481,2.05360,0.00277,0.12458,0.48312,0.46283,-0.00416,-0.00038,-0.00134,0.00038,0.00126,-0.00111,-0.00425,-0.00177,0.13298,-0.12481,0.01603,-0.00153,0.02924,0.08937,-0.07801,-0.02048,-0.14074,-0.06784,-0.22617,-0.08477
1.98075,2.01434,0.14127,0.09187,0.49030,0.46715,0.05207,0.03855,0.14034,-0.07190,-0.07953,0.13884,0.15090,0.07941,-0.13295,-0.12390,0.05459,0.03784,0.06382,0.01633,-0.05298,0.13724,0.08616,-0.01707,-0.09568,0.13995
1.97868,1.99547,0.01388,0.06194,0.50092,0.48552,0.01310,0.01395,0.00480,0.00901,-0.00095,-0.00099,-0.01248,0.01945,0.07659,-0.07562,0.01781,0.05217,0.08426,0.07571,-0.04661,0.02316,-0.08976,-0.01177,-0.05240,0.08556
2.00776,2.00968,0.04099,0.08909,0.46022,0.47100,0.05039,0.02582,-0.03094,-0.04161,-0.00045,-0.00740,-0.02669,0.03888,0.12341,-0.09145,0.01247,0.05679,0.06788,0.07005,-0.00843,-0.00963,-0.09199,-0.00417,-0.04238,0.06181
1.98162,2.01958,0.01498,0.10841,0.46617,0.46563,0.01256,-0.01491,-0.00145,0.02163,0.02026,0.01761,0.00603,0.00708,0.06394,-0.10481,0.02159,0.02236,0.07603,0.06605,-0.01086,-0.03919,0.04083,0.00773,-0.06242,0.00249
2.04579,2.01813,0.03563,0.08632,0.51043,0.47584,0.00577,0.00212,0.02949,-0.03119,-0.03819,-0.07500,-0.01950,-0.06383,-0.03455,-0.06716,0.10038,0.04906,0.08107,0.08457,0.00268,0.14772,-0.01433,-0.04864,-0.09481,0.09592
1.97763,2.03568,0.00523,0.06696,0.48827,0.47717,0.00312,0.00720,-0.00226,-0.00006,0.00464,-0.00243,-0.00327,0.00518,-0.03862,-0.07616,-0.00395,0.03744,0.04413,0.05418,-0.01378,0.05074,0.02791,-0.01887,-0.07902,0.01693
2.02893,2.11272,0.00053,0.15039,0.48374,0.46318,-0.00031,-0.00057,0.00047,-0.00011,0.00024,0.00022,0.00018,0.00034,0.01966,-0.18360,-0.08966,-0.04569,-0.07496,-0.08326,-0.16662,-0.05195,-0.11068,-0.17580,-0.11821,0.09438
1.97536,2.05811,0.00022,0.04759,0.49375,0.46862,0.00012,0.00011,0.00013,-0.00027,0.00017,-0.00027,-0.00010,-0.00007,-0.03617,-0.07800,0.00114,0.01302,0.02356,0.03530,-0.01496,-0.01528,-0.00172,-0.01422,-0.10531,-0.01346
2.03486,2.00836,0.00186,0.09579,0.49167,0.46256,-0.00090,-0.00089,0.00066,-0.00043,0.00301,-0.00242,-0.00143,-0.00019,0.00681,-0.12497,0.08054,0.03364,0.06511,0.08817,-0.08771,-0.06945,-0.05468,-0.13417,-0.08133,-0.06469
1.98131,2.03669,0.00059,0.08270,0.49415,0.47065,-0.00030,0.00027,-0.00025,0.00056,-0.00089,0.00056,0.00102,0.00018,-0.01772,-0.10100,-0.02870,-0.00266,0.04947,0.01735,-0.00872,0.07207,0.04592,0.06001,-0.15212,0.11118
2.02777,2.03032,0.00866,0.05068,0.48701,0.47713,-0.01111,-0.01027,-0.00608,-0.00407,0.01476,-0.00819,-0.01173,-0.00031,0.05539,-0.06093,0.00715,0.03480,0.05303,0.07502,-0.04367,0.01347,-0.00666,-0.13287,-0.01864,-0.07446
2.00878,2.02737,0.00243,0.07296,0.49411,0.45800,0.00307,0.00287,0.00409,0.00042,-0.00582,0.00119,0.00276,-0.00073,-0.05018,-0.05525,0.05772,0.02600,0.06369,0.04576,0.00479,0.07524,0.01496,0.06074,-0.09045,0.18203
1.98496,2.03675,0.09416,0.08286,0.47271,0.47445,0.00428,0.07290,-0.02753,0.06259,0.16844,-0.02899,-0.07517,-0.01460,-0.01215,-0.09326,0.01306,0.03284,0.03287,0.03035,-0.08015,0.03487,-0.03008,-0.13811,-0.11421,-0.12444
2.02501,2.01166,0.00024,0.05995,0.49222,0.45715,0.00003,-0.00048,0.00044,-0.00005,-0.00042,-0.00005,-0.00001,-0.00004,0.00681,-0.03241,0.00718,0.05746,0.07567,0.00035,0.03528,0.01155,0.03372,0.01356,-0.04631,0.13469
2.03188,2.01921,0.00023,0.07592,0.49923,0.45686,0.00002,-0.00046,0.00039,-0.00001,-0.00048,-0.00004,0.00005,-0.00006,0.00996,-0.05867,0.00207,0.08034,0.07213,0.02326,0.06376,0.00486,0.08437,0.02678,-0.08895,0.14314
1.95883,2.03580,0.00745,0.03509,0.48845,0.47640,-0.01273,0.00580,-0.02070,0.00147,0.01326,-0.00229,0.00590,-0.00358,-0.01732,-0.04404,0.04728,0.00287,0.02791,0.02544,-0.03886,0.02611,-0.03246,-0.04581,-0.07234,-0.04321
2.05359,2.00992,0.00390,0.11228,0.47729,0.46023,0.00500,-0.00124,0.00355,-0.00075,-0.00200,0.00068,-0.00182,-0.00044,0.00864,-0.12581,-0.01402,0.08612,0.09193,0.07891,-0.12268,0.00976,0.05230,0.02860,-0.03892,0.16266
1.95817,2.09456,0.03404,0.10602,0.48103,0.46996,0.03204,-0.00341,-0.02356,-0.06580,-0.04062,0.00407,-0.00936,0.02204,0.05129,-0.12915,0.04424,-0.04977,0.00696,0.03399,-0.08102,0.04481,0.00124,-0.13944,-0.20663,0.05995
2.00244,1.99841,0.02396,0.08098,0.49816,0.46485,-0.01409,0.00993,0.03391,0.04608,0.01344,0.00555,0.00388,-0.00056,-0.03694,-0.08732,0.06841,0.06825,0.09927,0.12635,-0.01974,0.07183,-0.02310,0.04436,-0.03093,0.02144
2.05365,1.99788,0.03895,0.07897,0.50863,0.47847,-0.05185,0.00073,0.02387,0.04663,0.00329,-0.03530,0.00548,-0.05568,-0.00029,-0.10593,0.09477,0.05078,0.07583,0.14123,-0.05145,0.10304,-0.10317,0.05317,-0.08711,-0.05911
2.05023,2.00563,0.01419,0.05913,0.53264,0.47715,-0.00993,0.00456,-0.00457,0.01568,-0.00925,-0.00151,0.01994,-0.00708,0.02243,-0.07726,0.02953,0.00423,0.06332,0.05767,-0.05509,0.16576,-0.08507,0.00868,-0.06388,-0.00117
1.96171,2.03234,0.00878,0.05651,0.45773,0.47737,-0.00417,0.00078,0.00966,-0.00884,0.00361,-0.01350,-0.00223,0.00386,0.00136,0.00269,0.01697,0.05471,0.01666,0.04197,0.06212,0.02574,-0.00190,-0.06035,-0.03974,-0.06327
2.03239,2.04077,0.05917,0.06165,0.52146,0.45778,0.01541,-0.00025,-0.05098,0.05542,-0.03184,0.07362,0.01854,-0.01108,0.00098,-0.13122,0.05480,0.01824,-0.01558,0.04206,-0.11153,0.03970,0.01735,0.01650,-0.08128,0.12570
1.99276,2.00470,0.03660,0.05185,0.44619,0.46039,-0.04145,0.03677,0.06657,-0.03112,0.01122,-0.05502,-0.01593,0.00505,0.02829,-0.06747,0.01713,-0.00793,0.08122,-0.01867,-0.02363,0.05475,0.00869,-0.01788,-0.02828,-0.10254
2.00741,2.06520,0.05963,0.01419,0.52729,0.49147,0.06360,-0.03620,-0.00833,-0.05790,-0.07245,-0.05432,0.09534,0.07978,0.01352,-0.00613,-0.00834,0.00416,0.00898,0.02331,0.00410,0.01055,-0.02815,0.00353,-0.03416,0.00676
1.98943,2.06661,0.01088,0.00761,0.45858,0.47291,0.00135,0.01604,0.00286,0.00278,-0.00652,0.00779,-0.02663,0.00401,0.00545,0.00390,0.00984,0.00142,0.00137,0.00299,-0.01642,-0.01526,0.00557,-0.01493,-0.01283,-0.00761
2.00478,2.07197,0.02632,0.00994,0.50478,0.46246,0.02416,-0.01091,-0.01918,0.00404,0.04792,-0.01313,0.06068,-0.01634,-0.00035,-0.00365,-0.00636,-0.01183,-0.00282,0.01119,0.00761,0.00656,0.00232,0.00197,-0.00865,0.01055
1.98725,2.04283,0.03855,0.01084,0.50985,0.45808,0.04222,-0.00641,-0.01017,0.00662,0.03378,-0.03123,0.08669,-0.03554,-0.00435,-0.00342,-0.00236,-0.01198,-0.00210,0.01276,0.00833,0.00437,-0.00511,0.00615,-0.01604,0.00588
1.99136,2.05472,0.01223,0.07008,0.48977,0.46504,-0.00577,-0.00265,0.00098,0.00882,0.00403,-0.01577,-0.00999,-0.00289,-0.02787,0.00586,-0.09323,0.00540,0.01788,-0.02534,-0.03073,0.05324,-0.08301,0.05436,-0.11572,0.07315
2.02454,2.03266,0.04313,0.04568,0.51145,0.48677,0.05831,0.05172,-0.01385,-0.05801,0.01283,-0.01840,0.05438,-0.00098,-0.01923,-0.07744,0.04004,0.02720,0.04096,-0.01927,-0.05505,0.00472,-0.00696,-0.11414,-0.07897,0.02143
1.97033,2.01407,0.01784,0.06761,0.49206,0.45069,-0.02159,-0.01552,0.01058,0.01754,-0.01317,0.00160,-0.01176,-0.00854,0.03898,-0.07736,0.04314,0.01109,0.06393,0.12380,-0.01852,0.11030,-0.00722,0.05612,-0.12031,0.00156
1.95469,2.02547,0.02534,0.06580,0.48700,0.45068,-0.03641,0.01036,0.01531,0.04031,-0.03355,0.01495,0.01914,-0.00762,0.03811,-0.02545,0.00080,0.02915,0.05052,0.08163,-0.00024,0.08325,0.00162,-0.04111,-0.12043,-0.03037
2.05053,1.99032,0.01661,0.11067,0.46164,0.46978,-0.00058,0.00894,-0.01617,0.00145,-0.00726,-0.00392,-0.01310,0.02570,0.09788,-0.14835,0.13989,0.09066,0.10625,0.08853,-0.14334,-0.06208,-0.05847,-0.00777,0.00791,0.04683
2.04760,1.98521,0.03395,0.07813,0.45926,0.46642,0.01073,0.01991,-0.04789,-0.00125,-0.01995,0.00966,-0.03086,0.03258,0.01691,-0.14269,0.08564,0.05648,0.04805,0.02816,-0.10970,-0.01015,-0.03607,0.02735,-0.01685,0.02821
1.99828,2.02873,0.03492,0.04309,0.53759,0.46844,-0.05149,-0.02376,0.06341,-0.00691,0.01858,-0.00093,0.04803,-0.04100,-0.01489,0.02450,0.00086,-0.01247,0.05111,0.00793,-0.05135,0.06367,0.04583,-0.06720,-0.05792,0.04183
2.02204,2.01895,0.05817,0.08498,0.44580,0.46440,0.04882,0.03644,-0.07745,-0.01412,-0.06194,-0.01254,-0.10932,0.07528,0.01363,-0.19327,0.06490,0.05389,0.03506,0.07901,-0.02598,-0.02315,-0.12849,0.03239,-0.11239,-0.02495
2.00812,2.02139,0.01937,0.06277,0.48919,0.45274,-0.02489,-0.02788,0.03524,0.00753,-0.02299,0.00394,-0.02606,-0.01425,-0.02636,-0.08819,-0.01350,-0.00155,0.06197,0.04638,-0.06622,0.07675,0.08130,-0.10313,-0.08359,0.00605
2.04211,2.01780,0.03791,0.05586,0.50095,0.48185,-0.01892,0.07232,-0.02250,-0.00864,-0.08595,-0.02480,-0.00401,-0.00044,0.02339,-0.06319,0.07438,0.05159,0.05180,0.02955,0.02840,-0.04456,-0.09017,0.04339,-0.06733,0.01716
1.96271,2.04096,0.02412,0.06205,0.47758,0.45394,0.02613,-0.03124,0.01915,0.00538,0.01031,0.00677,-0.00758,-0.02820,-0.01990,-0.05331,0.01130,0.00038,0.04727,0.05543,-0.06927,0.10460,0.06239,-0.08311,-0.06176,0.05318
2.00214,2.05147,0.00337,0.06802,0.45554,0.45502,0.00373,0.00342,0.00347,0.00098,0.00093,0.00281,0.00063,-0.00100,-0.09904,-0.09543,0.06063,0.01070,0.03934,-0.05040,0.07764,0.09642,0.03577,-0.05660,-0.07041,0.05268
2.00378,2.04709,0.00742,0.07867,0.53119,0.47872,-0.00270,-0.00287,-0.00453,0.00137,0.00378,-0.00475,-0.00451,-0.00158,-0.02340,-0.13243,-0.02090,0.01457,0.01753,0.12609,-0.16355,-0.05574,-0.07835,-0.05152,-0.17583,0.04092
1.97323,2.04607,0.03134,0.06617,0.46065,0.46966,0.02928,0.04022,0.02142,-0.00136,0.02239,0.02985,0.01856,0.01114,0.05347,-0.08372,0.00466,-0.01336,0.02972,-0.02316,-0.08707,-0.03274,-0.03972,-0.07579,-0.11324,0.01523
1.89071,2.06146,0.08651,0.14612,0.47337,0.49157,0.06631,0.10892,0.14480,0.05075,-0.02303,-0.10558,-0.01025,0.06658,-0.00090,-0.11579,0.02390,-0.01479,-0.00487,0.07771,0.02010,0.05099,-0.16892,-0.07447,-0.20123,0.15833
1.95684,2.04142,0.20863,0.07819,0.49204,0.47579,0.03672,-0.12837,0.01049,-0.05722,0.02940,0.01381,0.09656,-0.03664,-0.12778,-0.15987,0.00413,-0.00205,0.02928,-0.05318,-0.10178,0.04259,-0.03473,-0.04881,-0.10081,0.02905
1.98346,2.03027,0.11285,0.07934,0.48225,0.45993,-0.03866,0.11238,-0.08107,0.00691,0.01430,0.01134,-0.07059,0.01471,0.10652,-0.02562,-0.00115,0.06865,0.06268,0.03218,0.05883,0.04772,-0.00186,-0.02290,-0.08676,-0.02301
2.02121,2.00698,0.00757,0.05726,0.48084,0.48007,0.00451,-0.00094,0.01206,-0.00173,0.00197,-0.00129,0.00137,-0.00049,-0.07204,-0.04017,0.06195,0.01303,0.07098,0.02441,0.06399,0.00727,-0.00747,0.00010,-0.09126,0.10378
1.99791,2.04027,0.07401,0.04716,0.47314,0.46659,0.08092,-0.13593,-0.03414,-0.03523,-0.06388,0.02323,-0.02218,-0.01654,-0.04086,0.01407,0.03104,0.02393,0.03333,0.03455,0.03021,0.02324,-0.04865,0.00268,-0.07323,-0.04911
2.00188,2.04082,0.07299,0.04716,0.47459,0.46726,0.07974,-0.12222,-0.04141,-0.03375,-0.05858,0.02002,-0.02962,-0.01883,-0.03802,0.00425,0.03370,0.02060,0.02915,0.03550,0.02327,0.02451,-0.05082,0.00142,-0.07835,-0.04287
1.99868,2.04071,0.04749,0.07954,0.49319,0.47491,-0.04007,-0.01006,0.11262,-0.02980,-0.00272,-0.01804,-0.01831,0.00726,0.04659,-0.08823,-0.03008,0.01311,0.05491,0.01187,-0.06549,0.02497,0.03361,-0.08957,-0.03965,-0.01971
2.01221,2.01055,0.08181,0.06779,0.48644,0.45112,0.02657,0.14214,-0.12548,-0.04033,-0.07907,0.02008,0.00431,-0.02305,0.02085,-0.07771,0.07775,0.01250,0.08512,0.06433,-0.05724,0.08712,0.01361,-0.00959,-0.14477,0.00633
1.97336,2.07142,0.01865,0.10742,0.48652,0.47525,-0.00647,-0.02623,0.05735,0.00695,0.02026,-0.00586,-0.00601,0.02690,-0.02488,-0.17157,-0.03959,-0.04800,0.02328,0.00827,-0.10717,-0.02104,-0.04153,-0.07641,-0.07573,0.08345
2.02162,2.02878,0.05379,0.05939,0.46893,0.46227,0.00379,0.04183,-0.08575,-0.02589,-0.08481,-0.01376,0.02341,-0.03258,-0.04202,-0.01014,0.07731,0.05902,0.07432,-0.00013,0.06514,0.04040,-0.01475,-0.02401,-0.13070,-0.07449
1.97300,2.08088,0.01141,0.05478,0.50658,0.47426,-0.00204,-0.00741,0.02767,0.00193,0.01430,0.00193,-0.00955,0.00787,0.03139,-0.12119,0.02286,-0.03763,-0.00077,0.04942,-0.12186,0.01408,0.00753,-0.06234,-0.01992,0.11138
2.03664,2.03696,0.03090,0.09515,0.47143,0.47018,-0.03090,0.02039,0.03477,0.02340,0.06092,-0.02226,0.04461,0.02934,-0.04461,-0.13905,0.03590,0.04057,0.07194,0.05284,-0.12163,-0.03485,0.08454,-0.08615,-0.08563,-0.04015
1.99133,2.02923,0.02488,0.07756,0.47973,0.47396,-0.01043,-0.01248,-0.00221,0.02272,-0.02089,-0.01854,-0.00691,0.00002,0.03290,0.00977,0.05352,0.05376,0.08570,-0.02608,-0.07971,-0.02050,-0.01472,-0.05698,0.02009,0.07163
2.03772,2.06504,0.04546,0.04769,0.48669,0.47694,0.02320,0.02587,0.02402,0.03355,-0.03253,0.04677,-0.02519,0.03364,0.03072,-0.05642,0.02538,0.02331,0.02453,-0.01717,-0.02275,0.04211,-0.01742,-0.03411,-0.14250,0.09775
1.99333,2.04956,0.03562,0.06641,0.49088,0.45962,-0.01601,0.01749,0.02319,0.02708,-0.03328,0.00299,0.02559,-0.05817,-0.02725,-0.09131,-0.05237,-0.00359,0.03370,0.00373,-0.08789,0.09334,-0.01041,-0.08349,-0.19259,0.04230
2.00532,2.06673,0.07276,0.15100,0.48737,0.48051,-0.01592,-0.03681,0.02580,-0.08997,-0.00856,-0.07315,-0.08524,0.08080,-0.06582,-0.23115,0.04996,-0.00012,0.02311,0.03598,-0.01746,0.00437,-0.04508,-0.12070,-0.09957,0.00483
2.04699,2.00131,0.02161,0.08612,0.50709,0.45722,-0.01006,-0.02499,-0.01069,0.00002,-0.02029,0.01255,-0.04854,0.02069,0.08896,-0.04623,0.01831,0.05103,0.06529,0.05589,-0.04983,0.12669,-0.01109,-0.00862,-0.12354,0.06681
2.00049,1.99966,0.04754,0.07591,0.49153,0.47091,0.01564,0.05362,-0.05552,-0.01333,0.01293,-0.02455,-0.05148,-0.03427,0.03829,-0.06954,0.02592,0.04010,0.07440,0.13081,-0.03682,0.03458,-0.02822,-0.00377,-0.02331,-0.03942
2.08963,2.00044,0.06456,0.05390,0.48483,0.46595,-0.08415,-0.04265,0.03085,-0.06267,-0.08413,-0.01287,0.00585,0.00727,-0.01566,-0.02407,0.06294,0.05152,0.04894,-0.01509,-0.02561,-0.00061,0.03090,-0.03226,-0.09034,0.07143
2.04900,2.05016,0.05092,0.06150,0.47152,0.46200,-0.05640,-0.01399,-0.01062,-0.05582,-0.02112,0.02806,-0.00116,0.00445,-0.04504,-0.06963,0.07193,0.04365,0.05019,0.03904,-0.04446,0.00915,0.10215,-0.03276,-0.10735,0.01872
2.01743,2.02757,0.13693,0.03196,0.50431,0.47044,-0.00119,0.01095,0.05532,-0.03179,-0.17952,-0.12301,-0.14839,-0.10955,0.03255,-0.00790,-0.02035,-0.01609,0.04925,-0.01529,-0.06639,0.00902,-0.03189,-0.00176,0.00717,0.03371
2.04545,2.03194,0.15227,0.02296,0.44800,0.46606,-0.09946,0.09573,0.00241,-0.12130,-0.05319,-0.08801,0.04544,0.07628,-0.01073,-0.04850,0.01639,0.01060,0.02520,0.00927,-0.02937,0.00116,-0.02854,-0.01674,-0.01216,0.02834
1.97006,1.98530,0.03260,0.18588,0.53084,0.47058,0.02173,-0.01112,0.04093,0.02286,-0.00979,0.00135,-0.03821,-0.02700,0.05910,-0.04381,0.06261,0.10328,0.07319,0.13304,0.06929,0.15869,0.10006,0.09931,-0.16926,-0.06950
2.01232,1.98981,0.03346,0.09144,0.47053,0.46844,-0.02064,-0.03990,0.02344,-0.02955,-0.03509,-0.03415,-0.03380,-0.04611,-0.00651,-0.07400,0.08799,0.06841,0.09542,0.07895,-0.06302,0.12590,-0.01044,-0.07467,-0.00139,0.04665
2.03318,1.96172,0.00331,0.08891,0.48873,0.47335,-0.00440,-0.00282,-0.00357,0.00141,-0.00048,0.00680,0.00392,-0.00175,0.03434,-0.02839,0.06150,0.10779,0.12734,0.15585,-0.04417,0.02387,0.05921,0.03276,-0.01355,0.01945
1.98853,1.97281,0.02955,0.16074,0.48949,0.46089,0.02667,0.02535,0.07150,-0.03831,-0.01715,-0.07610,-0.07167,-0.02101,-0.01174,-0.10187,0.05710,0.08196,0.11700,0.17329,-0.04550,0.18929,0.08427,0.01517,0.01211,0.20391
1.99122,2.00617,0.01551,0.07720,0.49286,0.46834,0.04934,0.01426,0.02609,-0.00508,-0.01662,-0.01312,0.00280,0.00901,0.02540,-0.04146,0.06686,0.04395,0.07199,0.06801,-0.05354,0.06303,-0.03781,-0.01715,-0.12486,0.07220
2.04759,2.05081,0.04673,0.12342,0.48319,0.46562,-0.11202,-0.02405,-0.04349,-0.01583,0.01492,0.03513,0.00063,-0.03937,0.07919,-0.17698,0.01871,0.02162,0.05053,0.06944,-0.03858,0.05061,0.07206,0.01545,-0.18495,0.05325
2.04843,2.05504,0.03392,0.09123,0.48862,0.48147,-0.03310,-0.02127,-0.00084,-0.01010,-0.02811,-0.01649,0.02706,-0.04763,0.07272,-0.10184,-0.02613,-0.02142,0.00130,0.05493,-0.05165,0.05632,-0.03107,-0.01826,-0.07332,0.06582
2.03094,2.04195,0.00129,0.04338,0.49494,0.45662,0.00062,0.00081,0.00021,-0.00008,0.00124,-0.00076,-0.00099,-0.00032,-0.06195,-0.04551,0.05441,0.02151,0.05124,-0.00168,-0.02500,0.00727,0.00744,0.01174,-0.06610,0.01572
1.97651,1.97356,0.05069,0.08703,0.49669,0.47919,-0.01854,-0.00314,-0.01581,-0.00977,-0.00321,0.01887,0.02641,-0.06995,0.04552,-0.07577,0.02467,0.10398,0.11033,0.14753,0.10148,0.04932,0.11743,-0.02274,-0.05296,0.02269
2.04843,2.01869,0.01059,0.07319,0.48512,0.46894,-0.00495,-0.00121,0.00838,-0.01236,-0.00328,-0.00298,-0.00309,0.00720,-0.08445,-0.03754,0.08410,0.00771,0.06090,0.05019,-0.10596,0.04837,-0.07734,-0.01104,-0.11444,0.01794
1.99400,2.01217,0.00716,0.07638,0.48982,0.45820,-0.00914,-0.00179,0.00770,-0.00687,-0.00403,-0.00219,0.01148,-0.00077,-0.11422,-0.04524,0.07752,0.04548,0.08218,0.06493,-0.08172,0.13639,-0.01908,-0.00259,-0.11101,0.01262
2.00016,1.91039,0.03833,0.13187,0.48570,0.47275,-0.00241,0.03487,-0.03347,0.03957,0.00600,0.02491,-0.07217,-0.02163,0.24162,-0.05065,0.15126,0.11273,0.15303,0.16186,0.11737,0.07906,0.09986,0.03343,0.05259,0.13179
1.99783,2.03608,0.02024,0.07109,0.51081,0.46209,0.03270,-0.00357,0.02251,0.00916,-0.00745,-0.02405,0.03394,0.00257,-0.09839,-0.02739,0.05887,0.01475,0.05425,0.02488,-0.08792,0.07409,-0.00979,-0.03777,-0.07930,0.03536
1.97923,2.03310,0.02196,0.07506,0.51223,0.46425,0.03079,-0.00334,0.02422,0.01155,-0.00665,-0.02904,0.03177,0.00234,-0.10407,-0.03413,0.06308,0.01273,0.04747,0.02336,-0.08854,0.08074,-0.00423,-0.04567,-0.07486,0.03039
