beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
2.04068,2.07211,0.07769,0.08531,0.51892,0.47316,0.04468,0.08006,0.05034,-0.10583,-0.05467,-0.05683,0.11290,0.18297,-0.04445,-0.16760,0.05599,0.00119,0.02552,0.05044,-0.18244,0.15489,0.00588,-0.01603,-0.14875,-0.00462
1.96625,2.05266,0.00176,0.05875,0.45278,0.46140,-0.00243,0.00022,0.00132,0.00167,0.00148,0.00213,-0.00026,-0.00622,-0.02154,-0.05899,0.00935,0.01818,0.05912,-0.01265,0.03085,-0.08701,0.02079,-0.10166,-0.08929,0.01316
2.03473,2.02814,0.00043,0.08417,0.52776,0.47535,0.00048,-0.00036,-0.00012,-0.00030,-0.00003,-0.00064,-0.00044,0.00005,-0.06908,-0.04542,0.00706,0.05144,0.06765,0.08884,-0.02893,0.17730,-0.03173,0.07583,-0.07389,0.11471
1.96994,2.00308,0.01774,0.06976,0.45694,0.46253,-0.01505,0.00932,0.02138,0.01579,0.00684,0.02500,-0.01454,-0.01318,0.07561,-0.08580,0.09406,0.06509,0.04978,0.04484,0.03968,-0.04964,0.02572,-0.07705,-0.06917,-0.02494
1.98965,2.03089,0.00534,0.06060,0.47792,0.48097,-0.00003,0.00349,0.00251,-0.00158,0.00645,0.00489,-0.00512,-0.00781,0.07959,-0.10492,0.07611,0.00817,0.07676,-0.04117,0.05318,-0.02657,0.01955,-0.03917,-0.10340,0.15889
2.01912,2.01012,0.02560,0.05392,0.45323,0.45932,-0.00707,0.04379,0.02602,0.03579,-0.02457,0.01580,-0.00732,-0.00044,0.04183,0.00155,0.04548,0.07251,0.10185,0.10548,0.00398,0.03118,-0.04469,-0.06023,-0.12407,-0.09240
2.00924,2.00637,0.01955,0.04947,0.47438,0.45945,0.02097,0.01775,0.02185,0.04905,-0.03462,0.00155,0.00548,-0.01932,0.05783,-0.04839,0.03639,0.06231,0.06172,0.05354,-0.03332,0.03610,0.02105,-0.07033,-0.05517,-0.05490
1.95399,2.02061,0.00639,0.05378,0.47820,0.46147,-0.00408,0.01069,-0.00529,0.00810,-0.01648,0.00879,-0.00222,-0.01210,0.02675,0.00034,0.00255,0.06290,0.08036,-0.01382,-0.06695,0.03302,-0.00259,-0.06053,-0.06855,0.00812
2.04879,2.00585,0.01820,0.11865,0.52077,0.46600,0.00060,-0.01990,-0.00824,0.01192,-0.01908,-0.01666,-0.02629,-0.03712,-0.03095,-0.19709,0.11210,0.02339,0.09349,0.21817,0.13085,0.05055,-0.08353,0.02720,-0.08033,0.07000
1.96220,2.02657,0.07635,0.01893,0.47942,0.47297,0.02050,-0.08694,0.07781,-0.04405,-0.00928,0.06836,0.08932,0.13097,0.00128,-0.00593,-0.01356,0.02665,0.03067,-0.01274,-0.01237,0.01065,0.01666,-0.02013,-0.02467,-0.00018
1.99708,1.99806,0.05437,0.02473,0.49784,0.46307,0.02694,0.02033,0.06855,0.03558,-0.01069,-0.05383,-0.02042,-0.06476,-0.00363,-0.01265,0.00180,-0.00950,0.06329,0.02417,-0.00739,0.03050,-0.00901,0.05928,-0.01979,-0.00049
1.99678,2.02439,0.07883,0.02126,0.50233,0.46246,-0.00566,-0.00573,0.02258,-0.01609,-0.02261,-0.11178,-0.02652,-0.02497,-0.00525,-0.00424,-0.00550,-0.01200,0.06010,0.02194,0.00468,0.01974,0.00081,0.04833,-0.02211,-0.01326
2.01531,2.02572,0.14761,0.05253,0.49020,0.47211,-0.04421,-0.16716,0.06361,-0.00200,-0.10032,0.03121,-0.06118,0.02429,0.01917,-0.08575,0.06228,0.01739,0.03539,0.16609,0.00788,0.00168,-0.05674,-0.04635,-0.02470,-0.00114
2.03072,2.00697,0.05285,0.08242,0.50085,0.46379,-0.01214,0.08413,-0.01560,-0.03080,-0.05721,-0.04956,0.01868,0.00033,-0.09617,-0.03169,-0.04212,0.03765,0.09176,-0.07544,-0.07721,0.11780,0.04665,0.01660,-0.11596,-0.00888
1.99496,2.03947,0.07129,0.03024,0.49638,0.45819,-0.03779,0.12622,0.02519,-0.04218,0.00873,-0.01721,-0.00292,0.05576,0.03413,-0.06937,0.02484,0.03371,0.02018,0.03023,0.02120,0.05469,-0.05126,-0.00511,-0.04208,0.00352
1.98212,2.01782,0.02069,0.05909,0.49295,0.46760,-0.00905,0.01185,-0.01754,0.00296,-0.01339,0.00999,0.02765,0.02149,0.06646,-0.07497,0.02803,0.07126,0.07248,0.08287,-0.00828,0.03974,-0.08389,0.01851,-0.11638,0.01534
1.96840,2.03193,0.10560,0.07730,0.51765,0.46489,0.08553,-0.09122,0.14292,-0.01058,-0.01153,-0.02180,-0.07835,0.03485,-0.07102,-0.13372,0.06688,0.01356,0.07159,0.05247,-0.11451,-0.06404,0.12121,-0.05744,-0.03221,0.09196
1.95947,2.00334,0.08566,0.06935,0.52087,0.47145,0.01473,0.11879,0.06876,-0.02520,0.02815,0.02887,0.10065,0.03055,-0.01682,-0.03333,0.08431,0.03702,0.07962,0.07744,-0.11993,0.10273,0.07613,-0.05437,-0.07383,0.00457
1.98101,2.01972,0.10427,0.04162,0.51448,0.46922,0.04083,-0.00842,0.07351,-0.07728,-0.02461,-0.13983,-0.04122,0.04460,0.01387,-0.04460,0.02395,0.03874,0.07069,0.04119,-0.01370,0.05504,0.04483,-0.01237,-0.04622,-0.06936
1.98190,2.00492,0.00226,0.06135,0.48971,0.46727,-0.00229,-0.00199,-0.00072,0.00140,-0.00128,-0.00004,0.00177,0.00006,0.09096,-0.07904,0.06333,0.10166,0.06055,-0.02146,0.01652,0.08161,0.00535,-0.11055,-0.05393,-0.06383
1.99942,2.03697,0.07427,0.04344,0.48444,0.46674,0.00641,0.00225,0.04561,-0.03735,-0.01440,-0.02242,-0.06451,0.00561,-0.04578,-0.03226,0.01190,-0.01337,0.02814,0.08032,-0.00840,-0.01261,0.00223,0.05891,-0.06060,0.06430
1.96420,2.00825,0.06133,0.05702,0.45909,0.47278,0.02183,0.04636,0.02365,0.02026,-0.01660,0.01065,0.02561,0.05277,-0.00542,-0.07924,0.00466,0.04845,0.06114,-0.05155,0.07823,0.08593,0.02028,-0.01370,-0.12551,-0.01315
1.97082,2.04294,0.08217,0.06479,0.46756,0.47197,0.01225,0.09278,0.08751,-0.02227,-0.02445,0.05765,0.10794,0.03373,-0.00253,-0.01785,0.03446,0.04523,0.04651,-0.02909,0.07354,0.08672,-0.02077,-0.03312,-0.08405,0.07935
1.97058,2.03731,0.02285,0.15296,0.45530,0.46749,0.00916,0.03125,0.02904,-0.02833,0.02964,0.02858,0.01105,-0.02374,0.00106,-0.15112,-0.00775,-0.00541,0.07637,0.05947,-0.08265,0.02452,0.04974,-0.05212,-0.18445,-0.10962
2.05966,2.07419,0.04239,0.07757,0.48988,0.47819,-0.04562,-0.00056,-0.00831,0.02842,-0.00283,-0.03825,0.00950,-0.01752,-0.02178,-0.11905,0.03913,-0.00611,0.00990,0.02570,-0.12532,0.02807,-0.04823,-0.10336,-0.10331,0.11563
2.05045,2.05866,0.05441,0.12933,0.48606,0.47061,-0.07705,-0.01593,-0.04368,-0.01542,-0.01798,-0.06343,0.00474,-0.03514,0.01014,-0.15152,-0.04497,0.06461,0.01534,-0.00103,-0.16400,0.03717,-0.10067,-0.15907,-0.21395,0.10124
2.01575,2.02916,0.02111,0.09216,0.49496,0.45243,-0.02852,-0.01212,0.02742,0.00411,0.01354,0.02063,-0.02377,0.01613,0.00362,-0.08204,0.07180,-0.04594,0.04850,0.08122,-0.03871,0.11333,-0.01124,0.01386,-0.04644,0.06679
2.05888,2.02439,0.05264,0.12102,0.50676,0.45675,-0.09235,-0.00784,0.02412,-0.01867,0.01779,0.01091,-0.07817,0.06261,-0.02271,0.02294,0.00495,0.01084,0.06649,0.02617,-0.02891,0.18556,0.08182,-0.03381,-0.11160,-0.02732
2.01715,1.98579,0.00986,0.16737,0.46523,0.46908,-0.02050,-0.00692,0.00289,-0.00948,0.00867,0.01304,0.00666,-0.00583,0.03156,-0.24102,0.10913,0.09436,0.09147,0.13700,-0.01081,-0.04607,-0.06829,-0.02299,-0.08250,0.17572
2.04182,2.04934,0.04007,0.05879,0.50640,0.46086,-0.02770,0.04686,0.02057,-0.02159,-0.00592,-0.07243,-0.01421,0.03589,0.00781,-0.00260,-0.00451,-0.01341,0.02654,0.01523,-0.02982,0.10189,0.03934,-0.02863,-0.05978,-0.00286
1.97188,2.04441,0.01498,0.07257,0.48178,0.47518,0.00232,-0.01566,-0.00263,0.01014,-0.00033,0.03344,-0.00019,-0.00541,-0.01859,-0.13261,0.03685,0.02521,0.04542,0.05000,-0.05657,-0.04310,-0.05471,-0.04471,-0.10120,0.04828
1.97723,2.03702,0.02092,0.07443,0.47750,0.47554,0.00093,-0.01869,0.00291,0.01010,0.00047,0.03795,-0.00146,-0.00375,-0.01217,-0.13975,0.03812,0.02109,0.05134,0.05069,-0.07048,-0.02252,-0.05235,-0.06466,-0.09904,0.05641
2.00079,2.06489,0.00322,0.20541,0.48973,0.46148,0.00584,0.00086,-0.00421,0.00130,0.00123,-0.00359,-0.00379,-0.00328,-0.05721,-0.11850,-0.00168,-0.00181,0.04817,0.02926,-0.07534,0.14511,-0.00029,-0.04271,-0.19762,0.10479
2.00330,2.04432,0.03600,0.11477,0.45522,0.47016,-0.01915,0.02589,0.00486,0.05529,-0.02419,0.09313,0.02126,-0.01951,-0.02357,-0.13140,0.01694,0.02128,0.02726,0.01956,-0.07218,0.06026,-0.01491,-0.03363,-0.15877,0.06326
1.98993,2.02506,0.04213,0.22498,0.51930,0.46142,0.03944,0.03988,0.04502,-0.05602,0.00283,-0.12485,-0.03150,0.04915,0.07399,-0.10709,0.02976,-0.00289,0.06775,0.02044,0.00560,0.13210,-0.02312,-0.09150,-0.13325,0.13663
2.00289,2.03107,0.00990,0.08741,0.46279,0.46998,-0.00846,-0.01353,-0.01481,0.01151,0.00134,0.02905,0.00567,-0.00837,0.02602,-0.09743,0.03971,0.05135,0.04508,0.06212,-0.02433,0.04804,0.00314,-0.05904,-0.12417,-0.07146
2.00511,2.02599,0.00769,0.08099,0.46803,0.47083,-0.00933,-0.00589,-0.01106,0.00931,0.00110,0.01887,0.00498,-0.00939,0.01976,-0.07002,0.03371,0.04142,0.03943,0.11613,-0.01736,0.08489,0.06859,-0.05555,-0.08337,-0.07825
1.97530,1.98792,0.02122,0.06440,0.49847,0.46979,-0.01750,0.02031,-0.02786,-0.01395,0.02933,0.01461,0.03654,0.01267,-0.08886,-0.10134,0.03966,0.03981,0.07854,-0.01685,0.01605,0.08368,-0.01434,0.04857,-0.06386,0.06127
2.03312,2.05346,0.01662,0.06909,0.47768,0.46377,0.01106,-0.00747,0.00332,-0.00036,-0.01040,-0.01209,-0.02081,0.00727,0.12104,-0.03630,0.03139,-0.00792,0.03540,0.11855,-0.01984,-0.01624,0.01126,-0.11482,-0.08995,0.00770
1.99797,2.05435,0.00800,0.03515,0.46384,0.47451,0.00898,0.00818,-0.00267,-0.00088,0.01174,-0.01071,0.00012,0.00632,0.02733,-0.03165,0.00231,0.01025,-0.01363,0.05486,-0.00154,0.03091,0.05136,-0.05899,-0.03172,0.01630
2.00000,2.05044,0.00738,0.06521,0.49877,0.47256,-0.00555,-0.00340,0.00050,0.00629,0.00810,-0.00229,-0.00327,0.01105,0.00626,-0.04646,0.02726,-0.02845,0.07595,0.08553,-0.04861,-0.01572,0.01734,-0.10304,-0.14443,0.02254
1.97171,2.03747,0.00305,0.07150,0.48715,0.45860,-0.00457,-0.00420,0.00276,-0.00059,0.00163,0.00098,0.00042,0.00017,-0.02524,-0.03843,0.01625,0.04614,0.03998,0.03871,-0.03875,0.05832,0.02865,-0.03259,-0.11367,-0.03323
2.02044,2.00247,0.08418,0.08707,0.50789,0.45077,-0.07833,-0.09707,-0.04861,0.01135,-0.19082,-0.03868,0.11037,0.08379,-0.02585,-0.05842,0.08202,0.04155,0.08640,0.07795,-0.00507,0.18967,0.01192,-0.04087,-0.15657,0.05288
2.02898,2.05364,0.01128,0.07962,0.52082,0.46731,0.00250,-0.00504,0.00908,-0.01774,-0.00348,-0.00557,-0.02258,-0.00430,0.11858,-0.12395,-0.03215,0.01799,0.02956,0.04827,0.02342,-0.04516,0.01645,-0.05803,-0.05148,-0.02295
2.00980,2.02849,0.00138,0.09587,0.48017,0.46990,-0.00073,-0.00152,0.00189,-0.00091,0.00065,-0.00323,-0.00018,0.00161,0.02590,-0.05142,0.00090,0.00662,0.04072,0.09957,0.00936,-0.09174,0.07260,-0.06567,-0.09718,0.14354
2.01674,1.97359,0.00436,0.11838,0.50604,0.46001,0.00478,0.00258,-0.01085,0.00306,-0.00729,0.00387,0.00573,0.00232,-0.01287,-0.11143,0.10221,0.07254,0.10597,0.05345,-0.05607,0.21025,-0.05661,0.00732,-0.09875,-0.03882
1.97170,2.04296,0.00936,0.14211,0.54076,0.46607,-0.00216,0.01867,0.01200,-0.01034,-0.00106,0.00188,-0.00787,-0.00467,-0.03750,-0.06192,-0.00093,0.03072,0.06430,0.11619,-0.11616,-0.05319,0.00880,-0.04517,-0.05043,0.11334
2.03703,2.03476,0.04293,0.10884,0.50952,0.45986,-0.03566,0.06623,0.01005,-0.04250,-0.04755,0.01690,0.00113,-0.02535,0.03872,-0.14949,0.08512,0.03233,0.03863,-0.00020,0.01555,0.13765,-0.02421,-0.04121,-0.15931,0.02251
2.03479,2.03985,0.13084,0.09772,0.53233,0.45902,-0.06136,0.20874,-0.00366,-0.18860,-0.09121,-0.00830,-0.11638,-0.13013,0.02634,-0.07280,0.02234,0.02987,0.04841,0.03820,0.04816,0.12572,0.07059,0.00736,-0.10823,-0.01186
2.01294,1.99662,0.01018,0.27665,0.45500,0.46345,-0.01135,0.01670,0.01064,-0.00237,-0.01286,0.00385,0.01734,0.02002,0.03338,-0.03848,0.07204,0.08770,0.10297,0.08572,-0.17975,0.15855,0.01655,0.04244,-0.04385,0.33132
1.99682,2.03969,0.01160,0.07704,0.52326,0.47170,0.02502,-0.01718,-0.00588,-0.00960,0.00973,-0.01017,-0.02826,-0.01965,0.02323,-0.15547,0.00189,0.00276,0.04226,0.02605,-0.02653,0.06643,-0.04166,-0.06149,-0.16462,-0.17696
2.03418,2.04612,0.03662,0.05086,0.47973,0.46473,0.03475,-0.03135,-0.00107,-0.02928,-0.03636,-0.04925,0.04648,-0.00928,-0.08120,-0.08403,0.04402,0.04418,0.05448,0.07731,0.03174,0.02829,-0.00237,-0.03819,-0.10103,0.07226
2.02808,2.04317,0.03620,0.04283,0.48505,0.46329,0.05342,-0.03461,0.00805,-0.03247,-0.03806,-0.05975,0.03168,-0.00804,-0.06223,-0.06257,0.04065,0.04294,0.04088,0.05774,0.02370,0.04680,-0.00439,-0.04057,-0.08318,0.04733
1.99009,2.01542,0.02438,0.04783,0.48965,0.46336,0.03453,0.02397,0.00164,-0.01028,-0.03257,-0.01419,-0.01021,0.01378,-0.04511,-0.09011,0.03773,0.03948,0.05847,0.05525,0.00191,0.03798,0.03977,-0.09973,-0.07957,0.09102
1.96667,2.02733,0.07019,0.06117,0.48898,0.45881,0.07732,-0.00543,0.05345,-0.14500,-0.06985,-0.02199,0.07156,0.03580,-0.02466,-0.07334,0.02659,0.05116,0.06623,0.06596,0.01186,-0.00054,0.06348,-0.09312,-0.14295,0.03361
1.99202,2.03820,0.02199,0.06642,0.49007,0.47104,0.00679,0.00357,0.00622,-0.04392,0.00248,-0.02200,0.02325,-0.01190,-0.00502,-0.04633,0.01041,0.03390,0.05031,0.05145,-0.02868,-0.01129,0.05946,-0.07831,-0.16536,0.09098
2.00292,2.00436,0.00840,0.05835,0.47425,0.45580,-0.00155,0.00043,0.00112,0.00843,-0.00355,-0.00216,0.00254,-0.02464,-0.02111,-0.10122,0.10759,0.03416,0.07690,0.07628,-0.02429,0.09705,-0.01234,0.01611,-0.00215,-0.03352
1.97061,2.02714,0.00160,0.07054,0.46740,0.46728,-0.00079,0.00043,0.00070,0.00186,-0.00045,-0.00054,-0.00219,-0.00306,-0.01828,-0.12425,0.05325,0.06950,0.00043,0.09995,-0.02782,0.12902,0.07558,0.04691,-0.07698,0.05128
2.03640,2.02872,0.03373,0.03380,0.49518,0.47152,-0.00738,-0.00461,0.00017,-0.01282,-0.01411,-0.03466,0.06771,0.02796,0.00077,-0.00768,-0.01485,-0.02533,0.03740,-0.01132,-0.03080,-0.03795,-0.03438,-0.05606,-0.03977,-0.01183
1.92490,2.03386,0.03507,0.03284,0.48195,0.46469,0.01530,-0.03484,0.05622,0.03672,-0.00628,-0.00514,0.06630,-0.02954,0.00282,-0.00670,0.02790,0.01089,0.03475,-0.00763,0.03169,0.01702,0.02570,-0.00464,-0.01211,-0.00718
2.01398,2.00841,0.03036,0.04993,0.46648,0.46297,0.01649,0.01547,0.05015,-0.03124,-0.01559,-0.02120,-0.03281,0.04845,-0.05424,-0.01661,0.01823,0.00223,0.09025,0.04419,0.03169,0.08677,-0.07000,-0.05909,-0.07467,-0.00610
2.00018,2.02517,0.03066,0.04953,0.46932,0.46040,0.01626,0.02971,0.04446,-0.03329,-0.00976,-0.01148,-0.01712,0.04999,-0.05644,-0.01429,0.02390,-0.00198,0.09181,0.04086,0.03384,0.11447,-0.06830,-0.07614,-0.09340,-0.01689
2.01610,2.01330,0.02713,0.04051,0.49193,0.45590,-0.00371,-0.01556,0.03361,-0.00809,-0.02863,-0.00204,0.02241,0.00538,0.00030,-0.07644,-0.01298,0.03886,0.04450,0.04701,-0.02315,0.04344,-0.04593,0.06375,-0.07414,-0.00743
1.98739,2.04398,0.03755,0.03141,0.50325,0.47717,0.04390,-0.00607,0.01917,0.02531,0.03730,-0.02147,0.00391,-0.01476,0.00943,-0.01401,-0.00487,0.00267,0.04050,-0.00051,0.00732,0.01415,-0.02278,0.01658,0.00507,-0.00818
2.00065,2.01173,0.01099,0.05076,0.49643,0.45620,0.01066,-0.02485,0.01221,0.01385,0.00633,0.02832,-0.01374,0.00434,-0.00139,-0.09254,0.01016,0.01706,0.07312,0.01570,0.01559,-0.02141,0.00536,0.01188,-0.07422,0.07137
2.04192,1.98085,0.01002,0.08344,0.49233,0.45452,0.00220,-0.01753,0.00884,0.00996,0.00066,0.02631,-0.01808,-0.00407,0.00111,-0.14031,0.03948,0.07101,0.08877,0.09750,0.05442,-0.00427,-0.01764,0.02164,-0.12668,-0.09813
1.97702,2.01339,0.00579,0.05518,0.48959,0.45644,0.00239,-0.00525,0.00024,0.00625,-0.00103,0.01445,-0.00663,-0.00057,-0.08161,-0.09552,0.06065,0.05684,0.08116,0.01037,0.00803,0.02069,0.06461,-0.00378,-0.04953,-0.00873
1.98128,2.00510,0.01118,0.02774,0.49593,0.46152,-0.00726,-0.01122,0.00394,0.01163,-0.01055,0.01485,-0.01079,-0.00214,-0.03641,-0.03797,0.03957,0.02881,0.04888,0.00478,-0.00790,0.01136,0.01903,0.00314,-0.02761,0.00442
2.00276,2.01500,0.01642,0.04901,0.48515,0.46260,0.01863,-0.00699,0.00798,0.00975,0.00251,-0.00633,0.02734,0.01006,-0.00784,-0.02044,0.00744,-0.00314,0.03874,-0.00957,-0.06526,0.06780,-0.01236,0.00695,-0.10291,0.08931
1.95069,2.04806,0.04709,0.05787,0.46683,0.47720,0.02926,0.03029,0.04197,0.00401,0.02100,-0.05544,-0.05427,-0.01773,-0.01203,-0.00614,0.05123,0.05559,0.01801,-0.00646,-0.07742,0.02058,0.03150,-0.04674,-0.05803,-0.00170
2.00244,2.04616,0.06307,0.05919,0.47918,0.48854,0.03604,0.14682,0.10670,-0.00886,0.00909,-0.00282,-0.00245,-0.02333,-0.00867,-0.03821,0.01654,0.01669,0.01646,-0.03314,-0.10477,0.02342,0.00804,-0.06829,-0.08856,-0.05315
1.97625,2.03778,0.00642,0.08058,0.47138,0.48666,0.00165,0.01259,0.00703,0.00269,0.00068,0.00297,-0.00605,-0.00159,0.02444,0.01351,-0.03399,-0.00387,0.05303,-0.04593,-0.14516,-0.03156,-0.00373,-0.10299,-0.14142,-0.08629
1.99146,2.05079,0.04997,0.04593,0.51100,0.48598,-0.04984,0.03378,0.05273,0.03875,-0.01005,-0.18727,-0.07594,-0.00039,-0.06871,-0.03966,0.03641,0.03151,0.02730,-0.00827,-0.04115,-0.01866,-0.02797,-0.06106,-0.00393,0.03977
1.94491,2.01850,0.06120,0.04841,0.51742,0.48412,-0.00589,-0.03281,0.00303,0.12995,-0.02091,-0.14691,-0.03753,0.10365,0.00053,-0.07472,-0.03432,0.04584,0.05974,0.03586,0.02508,-0.02054,-0.02367,0.01917,0.00074,0.01051
2.03143,2.02657,0.04275,0.02886,0.50647,0.46029,0.04159,0.04897,0.05950,-0.08787,-0.01094,-0.02887,-0.02807,-0.00623,0.00362,-0.06152,-0.00617,0.03205,0.02688,-0.01785,0.05412,0.03662,0.00329,-0.00649,-0.00478,0.00507
2.01238,2.02663,0.03926,0.03993,0.49073,0.45895,0.02999,0.03635,0.03634,-0.07307,-0.02218,-0.01396,-0.05209,-0.02583,0.04067,-0.02278,-0.01291,0.03581,0.02797,-0.03746,0.03037,0.01367,-0.03287,-0.02995,-0.04336,0.06860
1.99089,2.03204,0.07063,0.07918,0.49609,0.48342,-0.01853,0.03316,0.00709,-0.01305,-0.07964,0.05066,0.00105,0.04000,0.01447,-0.05186,-0.01264,0.01141,0.05104,0.06306,0.04390,0.11790,0.02142,-0.09485,-0.14944,-0.01445
1.98633,2.03657,0.07010,0.07548,0.49848,0.48652,-0.02845,0.03667,0.00296,-0.00310,-0.09127,0.03730,0.02501,0.03679,0.01937,-0.04155,-0.00766,0.01397,0.05077,0.04414,0.06834,0.09271,0.02426,-0.09902,-0.14132,-0.02276
2.00736,2.02591,0.10738,0.07066,0.48790,0.48589,-0.01731,0.07363,0.05220,0.01668,-0.02136,-0.17882,-0.13568,0.11147,-0.07440,-0.06913,0.02012,0.06834,0.04832,0.00831,0.01294,0.02250,0.01817,-0.09624,-0.14865,-0.09055
2.00893,2.04439,0.10254,0.07909,0.49897,0.48107,0.00424,0.10573,0.07616,-0.01379,-0.04207,-0.17705,-0.06794,0.11384,-0.10854,-0.11155,0.01333,0.05933,0.04192,0.02097,0.04994,0.01909,0.02271,-0.15514,-0.14679,-0.08008
2.02055,1.99913,0.00932,0.08660,0.47291,0.45369,-0.00039,-0.00056,0.00004,-0.00052,-0.00136,0.01109,0.00651,-0.01601,0.07116,-0.09378,0.04968,-0.00609,0.07808,0.08534,-0.06525,0.05886,-0.03771,0.07823,-0.08655,0.14481
2.01556,2.03408,0.05130,0.05394,0.47421,0.47046,0.00076,0.09513,0.04206,0.02423,0.04170,0.00247,0.02736,-0.02177,0.05927,-0.05191,0.00239,0.04823,0.03801,-0.02565,-0.04279,0.03918,0.03831,0.04577,-0.02472,-0.03677
1.94618,1.97340,0.01341,0.11276,0.48065,0.46812,0.00818,0.00959,0.01123,-0.01184,-0.02534,-0.00210,-0.01270,0.02171,-0.10627,-0.03384,0.11314,0.04614,0.09033,0.14216,-0.05706,0.09058,-0.05710,-0.08653,-0.09780,0.08881
2.01330,2.00979,0.07590,0.10379,0.49406,0.47736,-0.01087,0.07180,0.14049,-0.02781,-0.00179,-0.00117,-0.11191,0.03686,0.08568,-0.10956,-0.00117,0.04581,0.05876,0.00715,-0.07191,0.07180,0.05936,0.03079,-0.03638,0.05610
2.00822,2.01782,0.02050,0.06368,0.45636,0.45650,0.00117,-0.02661,-0.02564,-0.00253,-0.02254,-0.03397,0.02046,-0.01069,-0.04940,-0.04536,0.02799,0.05387,0.07823,0.08052,-0.01620,0.02155,-0.04111,-0.04763,-0.05771,0.05785
2.00206,2.01763,0.03294,0.05804,0.45164,0.45528,0.00550,-0.03740,-0.04955,-0.00176,-0.02989,-0.04354,0.01813,-0.01147,-0.03706,-0.03936,0.02586,0.06397,0.06412,0.07402,-0.00851,0.01974,-0.01224,-0.05877,-0.07615,0.04203
2.06637,2.00876,0.05515,0.07273,0.47588,0.46745,-0.03407,-0.02215,0.04038,-0.02194,-0.03179,0.05440,-0.01754,0.07788,0.06775,-0.10717,0.02773,0.01476,0.07083,-0.04008,-0.10234,0.01645,0.00833,-0.08467,-0.01190,-0.03118
1.95464,2.04460,0.02993,0.02444,0.48070,0.46738,-0.01280,-0.00658,0.00650,0.00096,0.00599,-0.01216,0.01026,-0.03992,-0.03788,-0.01854,-0.01688,0.00284,0.02179,0.00956,-0.00292,0.02067,0.00924,0.01420,-0.06368,0.03691
2.02262,2.02873,0.02045,0.06161,0.49885,0.46112,0.00181,-0.01434,0.05402,0.03747,-0.02178,0.01007,-0.02672,-0.00986,-0.07848,-0.10756,-0.07094,0.03104,0.04962,0.05061,-0.01244,0.02799,-0.15838,-0.03972,-0.12596,-0.05186
2.02670,2.03258,0.05074,0.03465,0.52181,0.45771,0.00635,0.07781,0.01696,-0.10020,-0.01283,-0.00830,0.03435,0.00170,-0.08503,-0.04061,0.03384,-0.00052,0.01700,0.03965,0.01946,0.03644,0.05110,-0.05251,-0.03003,0.01351
2.03728,2.04333,0.06286,0.03674,0.51095,0.45681,-0.02378,0.09834,0.02298,-0.09536,-0.01429,-0.01882,0.05511,0.00283,-0.11121,-0.05100,0.01455,-0.00874,0.01188,0.05101,0.02032,0.03127,0.04401,-0.06386,-0.02948,-0.01246
2.03859,2.04028,0.06676,0.03474,0.50931,0.45729,-0.03294,0.09729,0.02987,-0.09583,-0.02350,-0.02078,0.06128,0.00424,-0.10286,-0.04925,0.01293,-0.00945,0.01300,0.04903,0.02013,0.02975,0.04399,-0.05831,-0.02693,-0.01136
2.02304,2.02971,0.05279,0.04205,0.49467,0.46512,-0.03004,0.05777,0.04284,-0.07896,-0.02574,-0.02609,0.07032,0.02137,-0.11279,-0.07807,0.01736,-0.00469,0.02660,0.06169,0.00674,0.05510,0.05399,-0.07289,-0.02225,0.01307
1.99473,2.03784,0.04175,0.05812,0.48120,0.45432,0.02076,0.02092,0.02850,-0.03328,-0.00521,-0.02499,0.05807,-0.01604,-0.06019,-0.06767,0.03438,-0.00394,0.06586,0.08939,-0.04872,0.17584,0.03647,-0.05317,-0.02365,0.16718
2.02501,2.02349,0.05678,0.05727,0.47087,0.45359,0.00050,0.01002,0.00309,0.02338,-0.00113,-0.07371,-0.00668,-0.01400,-0.04312,-0.07155,0.05908,-0.02130,0.05852,0.02016,-0.01886,0.11676,-0.02431,-0.03349,-0.00953,0.10067
1.94272,2.06395,0.11564,0.05518,0.50321,0.47359,0.08346,0.08935,0.12384,-0.08813,-0.04688,0.03640,0.01262,0.06297,0.01045,-0.11206,-0.01134,0.05045,0.01367,0.06043,-0.06857,-0.05880,0.02663,-0.08161,-0.14242,-0.04399
1.92184,2.05348,0.05573,0.06458,0.49766,0.47685,0.05885,-0.02109,0.09522,0.00469,-0.04837,0.00712,-0.08072,0.03207,0.04328,-0.11092,-0.01972,0.05707,0.00551,0.08577,-0.02776,0.01582,0.03871,-0.08596,-0.18454,-0.03283
1.98642,2.03294,0.08447,0.04048,0.50917,0.47229,0.03553,-0.12946,0.14671,0.04781,-0.07497,0.01667,-0.02890,0.02858,0.03154,-0.08056,0.00012,0.05063,0.03742,0.05021,0.03294,0.04332,-0.00937,-0.02616,-0.06431,-0.00343
