beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
-0.12100,-0.10350,0.09221,0.07128,15.52072,14.11539,0.11327,0.09306,0.01535,-0.16237,-0.10266,0.08640,0.11728,0.16096,0.02128,-0.05434,0.03168,-0.09103,-0.10338,-0.14893,0.11275,0.07134,0.03175,0.15221,0.01310,0.05916
-0.02458,-0.09409,0.12996,0.17981,15.14625,15.08616,0.02824,-0.26157,-0.21755,0.03116,-0.04193,0.03465,0.12187,0.07798,0.05898,0.05964,-0.00271,-0.05958,-0.06652,0.21449,0.09663,-0.12326,0.19995,0.21175,0.05479,-0.19296
-0.06571,-0.15487,0.10366,0.09180,15.87705,14.11065,0.09216,0.08952,0.00702,-0.18484,-0.06243,0.01184,0.15524,0.15862,0.09274,-0.01489,0.02045,-0.03139,-0.06778,-0.06095,0.07439,0.20730,0.10126,0.26682,0.10023,0.01024
-0.07165,-0.13440,0.10705,0.07077,15.71740,14.43071,0.03058,0.08846,-0.02437,-0.19087,-0.04818,-0.01993,0.18307,0.17336,0.06753,-0.02847,0.02576,-0.02788,-0.04274,-0.03346,0.07368,0.14420,0.05301,0.24219,0.01674,-0.02822
-0.04198,-0.09279,0.15726,0.12527,14.88991,14.91936,0.04928,0.15637,-0.23465,-0.01847,-0.09771,0.15076,0.05722,0.03368,0.05617,0.04894,0.03304,-0.08398,-0.06904,0.08009,0.00161,-0.00095,0.09484,0.21825,0.09572,-0.10248
-0.21508,-0.03070,0.17062,0.14779,14.97842,15.18433,0.27588,0.00995,-0.00291,-0.19501,0.00055,0.00181,0.33943,0.36461,-0.01242,-0.12325,-0.01390,-0.17029,-0.16806,-0.04798,0.14382,0.03868,0.16222,0.11005,0.00291,0.02584
-0.09552,-0.05333,0.11374,0.13725,13.70810,14.49801,0.09237,0.10101,-0.05660,0.06787,-0.00657,-0.05574,0.16851,0.26768,-0.07348,-0.07040,-0.07091,-0.11673,-0.16577,-0.03546,0.12202,-0.03947,0.07740,0.24284,-0.06476,-0.12538
-0.10473,-0.02223,0.12603,0.13586,13.83765,16.54778,0.04747,-0.23615,-0.19021,-0.03913,-0.08739,-0.11020,0.12939,0.25272,0.12876,-0.08247,-0.05365,-0.17203,-0.19300,-0.01521,-0.15774,0.01996,0.17381,0.10872,0.02112,-0.27973
-0.07719,0.04600,0.13141,0.13493,15.08765,13.77936,0.16850,0.17855,0.02821,-0.14424,0.04744,0.09122,0.10213,0.12627,-0.00575,-0.08002,-0.12675,-0.22304,-0.23031,-0.10074,0.18275,0.03731,0.08538,0.03416,-0.04690,0.12609
-0.07488,0.02767,0.18898,0.13357,14.88239,16.53260,0.11767,-0.15429,-0.11683,-0.13754,0.01708,0.18074,0.25940,0.27651,-0.12632,-0.19278,-0.10698,-0.20960,-0.21350,-0.16837,-0.02758,-0.18326,0.07742,0.11103,-0.14958,-0.14837
-0.11578,0.03715,0.12372,0.15409,15.20763,15.93088,0.06382,-0.09806,0.00353,-0.10213,-0.02719,0.08053,0.12495,0.16195,-0.19918,-0.24469,-0.12588,-0.21359,-0.27047,-0.20570,-0.04171,-0.18217,0.11244,0.05524,-0.10091,-0.17243
-0.09895,-0.11557,0.21312,0.07393,15.71272,14.33020,0.04701,0.18216,-0.07440,-0.06968,0.02352,-0.05963,0.18663,0.16096,0.13906,0.04684,-0.02619,-0.03506,-0.06059,0.06404,0.08880,0.11398,0.06834,0.19388,0.03934,-0.02388
-0.20455,-0.12394,0.34826,0.08277,14.50028,15.58801,0.16814,-0.38397,-0.05331,-0.18035,0.04376,0.34780,0.25353,0.24036,-0.05504,-0.02368,0.08729,-0.11034,-0.07806,-0.03036,0.00020,0.05274,0.09910,0.11088,0.04087,0.01919
-0.11180,-0.09402,0.38331,0.11939,16.15377,15.31968,0.15384,0.39688,-0.11997,-0.12022,-0.03082,-0.15567,0.15512,0.19238,0.13465,-0.09110,-0.02826,-0.06916,-0.15319,0.10174,-0.00815,0.06999,0.25634,0.34929,-0.02555,0.00430
-0.02569,-0.12352,0.28155,0.08364,14.51398,15.53141,0.01461,0.16510,-0.14432,-0.12458,-0.14304,0.17393,0.19363,0.14017,0.09526,-0.05690,0.02950,-0.09671,-0.08124,0.04332,0.02190,0.07496,0.11350,0.18245,-0.00401,0.13899
0.03818,-0.08835,0.22549,0.12249,15.27325,15.07946,-0.01363,0.14646,-0.23045,-0.24600,-0.15447,-0.03086,0.04693,0.04800,0.13974,-0.02469,0.01693,-0.06075,-0.11461,0.08365,0.02057,0.00239,0.30215,0.15205,-0.05699,-0.02815
-0.04354,-0.06225,0.24198,0.09656,15.48673,15.67929,0.04236,-0.32454,-0.06818,-0.16647,-0.09269,0.04243,0.16740,0.05875,-0.12848,-0.10708,0.00575,-0.11974,-0.14653,-0.08473,0.08793,0.07607,-0.02055,0.20527,0.03953,0.07257
0.06637,-0.06054,0.17615,0.09822,14.57854,14.67568,-0.06617,0.01489,-0.29077,-0.22228,-0.20277,-0.08557,0.05238,0.07833,-0.01484,-0.01191,-0.03820,-0.12122,-0.16874,0.03357,0.01479,-0.04022,0.15262,0.15324,-0.03507,-0.04324
0.04575,-0.06126,0.15210,0.12311,14.95144,14.56305,0.01193,-0.10556,-0.06859,-0.29344,-0.13322,-0.19860,0.08425,0.08329,-0.10206,0.03036,-0.01592,-0.15628,-0.15519,0.01161,0.19653,-0.04380,0.09875,0.22043,-0.06740,-0.16596
0.00154,-0.08300,0.19256,0.12891,14.70419,14.75703,0.04694,-0.06479,-0.28945,-0.08885,-0.09189,0.01730,0.23335,0.08928,0.03976,-0.11810,-0.05504,-0.07656,-0.13412,-0.02851,0.09289,0.06904,-0.03842,0.20327,0.02252,-0.17840
-0.01264,-0.05787,0.18312,0.17679,15.31448,15.40542,0.03760,-0.20594,-0.07396,-0.27287,-0.13598,0.04430,0.12941,0.17917,-0.07128,-0.05160,0.05546,-0.17069,-0.13587,-0.00187,-0.04438,0.04149,0.29996,0.15167,-0.04513,0.09215
0.02069,-0.04017,0.13999,0.08547,14.36772,14.70588,0.00455,0.11110,-0.25217,-0.10481,-0.11819,-0.05205,0.04542,-0.08873,0.03754,-0.03826,-0.01017,-0.13661,-0.17698,-0.04687,0.07912,-0.02153,-0.07044,0.11893,-0.04713,-0.12710
-0.15942,-0.06204,0.18833,0.21725,14.31125,15.16006,0.12551,-0.23918,0.00583,-0.15215,-0.09502,0.00014,0.16999,0.39598,0.00624,-0.12529,-0.08026,-0.11643,-0.14766,-0.05284,-0.04347,0.11647,0.20821,0.22484,0.02325,0.19073
-0.05261,-0.06538,0.11894,0.18818,15.69815,14.71402,0.06974,0.07361,-0.23677,-0.07749,-0.07619,-0.10060,0.17734,0.05249,-0.01057,-0.12970,-0.04955,-0.08987,-0.13454,-0.06722,0.12803,0.06215,0.07567,0.22817,0.05494,-0.34067
-0.18595,-0.11345,0.20117,0.10839,13.61290,15.09845,0.21717,-0.20450,-0.05817,-0.01194,-0.03190,0.22784,0.09048,0.33459,0.03098,0.02652,-0.02188,-0.04619,-0.09259,0.00896,0.07817,0.06302,0.17999,0.26081,0.03792,0.19364
-0.05737,-0.08922,0.13983,0.07678,15.80422,14.94188,0.07074,0.03222,-0.13464,-0.17362,-0.08688,-0.16074,0.27977,0.09225,0.02135,-0.04221,0.05931,-0.07475,-0.14173,-0.03379,-0.02047,0.04339,0.01444,0.09490,0.02056,-0.13339
-0.07475,-0.01961,0.12814,0.07758,14.82446,15.13966,0.13493,-0.09269,-0.13207,-0.04240,-0.06630,0.18386,-0.02134,0.19139,-0.02368,-0.08365,-0.13075,-0.12854,-0.16900,-0.04521,0.11123,-0.02752,0.07876,0.10323,-0.06098,0.08551
-0.10443,0.00308,0.11760,0.10096,14.53736,15.12688,0.02248,-0.01712,-0.12710,-0.07584,-0.06678,0.17123,0.15538,0.15295,-0.08723,-0.05547,-0.14483,-0.20722,-0.21494,-0.00816,0.14645,-0.07960,-0.01915,0.13583,-0.01705,-0.14294
0.00334,-0.04805,0.12979,0.14599,15.52540,14.73127,0.04807,-0.02780,-0.11960,-0.21634,-0.12380,-0.04809,0.06050,0.06192,0.06864,-0.17701,0.01280,-0.11197,-0.13708,-0.17153,-0.13019,0.06760,0.19111,0.09596,-0.06223,0.08611
-0.04268,-0.14178,0.14917,0.05764,15.82145,15.82985,0.02897,-0.05246,-0.14300,-0.19360,-0.15917,0.06395,0.14558,0.16679,-0.05099,0.06587,-0.01324,-0.07282,-0.05710,0.07727,0.08633,0.04350,0.04865,0.15325,0.05350,-0.02907
-0.04552,-0.09693,0.12704,0.09876,14.22103,14.15749,0.04543,-0.13425,-0.08920,-0.06335,-0.00661,0.01509,0.11567,0.12407,0.15363,-0.13093,0.04554,-0.06944,-0.09753,-0.01206,0.02234,0.01504,0.08505,0.12708,0.01201,0.01241
-0.10407,-0.10698,0.17540,0.12261,15.07914,15.61241,0.09516,-0.24186,-0.09595,0.04657,-0.08912,0.22017,0.13791,0.27138,0.10876,0.03690,-0.00864,-0.09405,-0.08584,-0.00249,0.03371,-0.02996,0.13189,0.28663,0.06756,-0.02397
-0.06377,-0.11152,0.09479,0.11166,13.52614,14.78021,0.13515,0.12758,-0.07366,-0.11776,-0.06614,0.03062,0.08496,0.17559,0.07146,-0.09261,0.05611,-0.07625,-0.09028,0.07446,0.23216,0.14654,0.14103,0.13697,-0.01694,0.13641
-0.06129,0.00882,0.08362,0.18485,15.44899,15.11482,0.09799,0.07867,-0.10614,0.00511,-0.11235,-0.07731,0.12834,0.19558,-0.07364,-0.06097,-0.12319,-0.20787,-0.21516,-0.17132,-0.22416,-0.14716,0.10572,0.24286,0.01398,-0.37530
-0.13375,-0.05387,0.09826,0.08420,13.96053,15.01541,0.17226,-0.16822,-0.00130,-0.01694,-0.00969,0.04303,0.18416,0.05994,0.04410,-0.11802,-0.02285,-0.14559,-0.15929,-0.00748,0.18946,0.07446,0.05135,0.04732,-0.08440,-0.00840
-0.03399,-0.10438,0.11494,0.06230,15.79298,14.62555,0.05682,0.19103,-0.13292,-0.10970,0.01737,0.05682,0.01065,-0.01658,-0.00061,0.02721,-0.00502,-0.02617,-0.11966,-0.03130,-0.08780,-0.01957,0.06835,0.16731,0.07265,-0.02027
-0.02971,-0.11224,0.16801,0.06907,12.71572,15.05591,0.07072,0.09454,-0.07099,-0.22832,-0.26206,-0.13698,0.15289,0.07556,-0.05618,0.03170,-0.03095,-0.04131,-0.08240,-0.02116,0.02247,0.02333,0.18582,0.10464,0.00640,-0.01564
-0.06656,0.00435,0.17071,0.11634,16.58429,15.08302,0.06936,-0.10340,-0.22809,-0.05211,0.03076,0.02913,0.12761,0.23127,0.08778,-0.16757,0.00054,-0.18078,-0.20779,-0.04830,0.03612,-0.01202,-0.01640,0.11525,-0.05300,-0.04383
-0.03372,-0.03658,0.11937,0.12305,13.93011,15.06091,0.10209,0.05541,-0.07532,-0.24516,-0.19358,0.01436,0.16086,0.09549,-0.02779,0.01234,-0.07909,-0.14602,-0.16714,-0.06349,0.05824,0.01198,0.20590,0.20067,0.02628,-0.00161
-0.13355,-0.03729,0.21552,0.16236,16.25521,15.00733,0.13686,-0.09708,-0.17461,-0.02230,0.03297,0.05313,0.14352,0.19772,0.06849,-0.24571,-0.00355,-0.09830,-0.17643,-0.04212,0.04943,0.07525,-0.00303,0.21656,-0.00295,-0.13165
-0.17349,-0.03989,0.23101,0.13980,16.07566,15.30510,0.19706,-0.31038,-0.11261,-0.06258,0.01689,0.11759,0.21088,0.35421,-0.00381,-0.20205,-0.01206,-0.17158,-0.13859,0.02012,0.01218,-0.02783,-0.01794,0.16310,0.05103,0.03461
0.06549,-0.07601,0.19255,0.04821,13.48610,14.51466,-0.07527,0.26973,-0.16915,-0.29921,-0.19577,-0.11221,0.01962,-0.01746,-0.00146,0.00964,0.01778,-0.08647,-0.11365,-0.01381,0.01932,-0.01901,0.09356,0.11756,0.04445,-0.13347
-0.05798,-0.12159,0.14110,0.09457,16.99400,15.47470,0.07252,-0.26119,-0.18414,-0.09103,-0.12926,0.08473,0.12578,0.19042,0.05868,-0.04256,-0.00911,-0.09438,-0.08671,0.03094,-0.03781,0.08267,0.04846,0.21370,-0.04896,0.21754
-0.09393,-0.09106,0.19221,0.11535,13.24823,14.78420,0.06879,0.35592,-0.02148,-0.18635,-0.08730,-0.03067,0.18242,0.12723,0.00912,-0.02554,0.01214,-0.16389,-0.12682,-0.04322,0.15746,-0.01350,0.13109,0.12401,0.09043,-0.31356
-0.12731,-0.08563,0.22682,0.10401,15.98837,15.24475,0.16095,0.03974,-0.23085,-0.06580,-0.03705,0.23556,0.25310,0.31368,0.00753,-0.02050,-0.01076,-0.11001,-0.08379,0.05673,0.09889,0.06540,0.14477,0.24158,-0.02952,0.14035
-0.04911,-0.04520,0.14106,0.07128,15.65801,14.90481,0.10138,0.30971,-0.09622,-0.05840,-0.04191,-0.03547,0.12251,0.13794,0.03642,-0.07240,-0.01397,-0.08955,-0.14098,0.00041,-0.03192,0.07735,0.04970,0.06489,-0.08056,-0.07742
-0.02934,-0.11648,0.14465,0.10259,14.00951,14.94555,0.01516,-0.15265,-0.18684,-0.25801,-0.11188,0.09093,0.12981,0.12190,0.00995,-0.01286,0.00275,-0.01724,-0.07744,-0.05531,0.15272,-0.06383,0.09889,0.23586,0.06797,0.04591
-0.06048,-0.11094,0.13155,0.07725,15.40142,15.07318,0.01724,0.20899,-0.14403,-0.08772,-0.19178,-0.01961,0.03759,0.02134,0.03774,-0.01153,0.02833,-0.08250,-0.09574,0.07897,0.02882,0.09732,0.05342,0.07053,-0.00614,0.04010
0.09824,-0.04679,0.26936,0.12534,13.34726,15.43893,-0.10773,0.16484,-0.26603,-0.32721,-0.30144,0.05994,0.21898,0.17493,0.12216,-0.01752,-0.03893,-0.12868,-0.17237,-0.06260,0.00217,0.11717,0.18893,0.21659,-0.07164,0.05041
-0.00923,-0.00924,0.17392,0.15674,15.79051,14.63793,-0.02861,-0.04454,-0.20326,-0.15078,-0.01075,-0.12636,0.09856,0.08490,-0.07475,-0.15357,-0.04417,-0.16100,-0.20608,-0.01983,0.06759,-0.14272,-0.01981,0.14194,0.04288,-0.29054
0.00701,-0.00927,0.19824,0.14373,13.17438,14.60304,0.02093,0.00598,-0.16659,-0.17470,-0.15172,0.06598,0.19154,-0.02300,-0.10918,-0.21380,-0.03810,-0.18637,-0.18483,-0.12667,0.01468,0.05095,0.15901,0.13032,-0.11297,-0.16153
-0.00584,-0.10611,0.34876,0.11612,14.55647,14.25988,-0.01860,0.32605,-0.29570,-0.33265,-0.20561,0.09138,0.01046,0.30493,0.03113,0.06054,-0.00932,-0.07639,-0.08749,0.06427,0.07387,-0.02966,0.03087,0.18857,0.08415,0.06734
-0.04267,-0.09466,0.18600,0.09456,15.45489,15.62400,0.03170,-0.03936,-0.13431,-0.13196,-0.11244,-0.06127,0.21003,-0.00503,0.00706,-0.06787,0.11315,-0.05939,-0.11248,-0.03536,0.12587,0.08948,-0.01864,0.19453,-0.00327,-0.01854
-0.00455,-0.06773,0.14626,0.12994,13.96019,14.16698,0.02895,0.05161,-0.15954,-0.08637,-0.22591,0.11335,0.06461,0.04134,0.06979,-0.02287,-0.11272,-0.09202,-0.13598,-0.00424,-0.00106,-0.00715,0.26453,0.21183,0.01159,-0.04055
0.06025,-0.03398,0.21947,0.08250,15.83604,15.85288,-0.02360,-0.11396,-0.12840,-0.35021,-0.09724,-0.25536,0.05366,-0.04149,-0.02860,-0.00091,0.01609,-0.13303,-0.17206,-0.05975,0.11132,0.03333,-0.01983,0.11017,-0.03536,-0.04157
0.01204,0.02980,0.14852,0.15031,13.77212,14.47922,0.05673,0.03368,-0.12122,-0.28337,-0.01958,0.15778,0.12617,0.04588,-0.01654,-0.17731,-0.15652,-0.20451,-0.22166,-0.03403,-0.09711,-0.06018,0.21767,0.18667,-0.02781,-0.02003
0.04063,-0.07514,0.08545,0.06674,15.87732,15.59164,-0.03748,0.00536,-0.14268,-0.17259,-0.08897,0.04014,0.11016,0.02138,-0.08241,0.00642,0.01657,-0.11429,-0.12613,-0.04002,-0.02621,-0.07193,-0.02106,0.06348,-0.03061,0.02487
-0.00411,-0.07208,0.16694,0.10017,13.96622,14.56734,0.03608,-0.08806,-0.18991,-0.15823,-0.15740,0.09889,0.03803,0.08753,0.04304,-0.02225,-0.01466,-0.10718,-0.12220,0.01652,0.10101,-0.01507,0.09319,0.23449,0.06509,-0.02370
0.06535,-0.03512,0.13731,0.08762,15.03372,15.65608,-0.06911,0.08297,-0.25803,-0.27466,-0.18051,0.04322,0.10099,0.02518,-0.09464,-0.09588,-0.00805,-0.11734,-0.13831,-0.01440,0.11101,-0.08286,0.07780,0.07944,-0.06916,-0.01360
0.03937,-0.03779,0.18280,0.09398,15.25076,14.86637,-0.07300,0.01924,-0.23810,-0.29402,-0.10985,-0.13520,0.15978,0.12588,-0.14744,-0.11760,-0.02335,-0.15450,-0.16758,-0.00799,0.14965,-0.08052,0.08204,0.17197,-0.06952,-0.03591
-0.08447,-0.05398,0.18455,0.11794,14.43563,15.30110,0.09067,0.05482,-0.14666,-0.10644,-0.15145,0.03252,0.13874,0.18387,0.17285,-0.01927,-0.06368,-0.10905,-0.12113,-0.09267,-0.08402,0.11011,0.06835,0.07378,0.03493,-0.05248
-0.10499,-0.06173,0.25817,0.11220,15.01335,14.57681,0.06236,-0.11686,-0.06367,-0.08550,0.04474,0.01303,0.23631,0.15972,-0.02958,-0.09642,0.01048,-0.12202,-0.15567,0.03107,0.18563,-0.10367,0.05363,0.14892,0.02898,-0.03149
-0.10002,-0.03381,0.48546,0.10108,14.75512,15.63123,0.19881,0.31740,-0.18009,-0.12520,-0.13791,-0.16728,0.20759,0.26553,0.04912,-0.13211,-0.00329,-0.13923,-0.14808,-0.00841,0.08938,-0.04722,0.06235,0.11050,0.03323,-0.02159
-0.13901,-0.13442,0.14347,0.17747,17.16544,14.61940,0.16331,-0.09211,-0.10698,-0.07632,-0.06081,0.20130,0.18944,0.26185,0.12158,0.01883,0.09635,-0.05706,-0.03894,0.01363,0.13127,-0.04937,0.22994,0.20426,0.12881,-0.18059
-0.15659,-0.13637,0.30304,0.19461,13.86875,15.54897,0.22124,0.14954,-0.10372,-0.01073,0.14120,-0.16699,0.28171,0.17322,0.03602,0.03000,0.08083,-0.05530,-0.10684,-0.02583,0.18986,0.03914,0.23522,0.15940,0.11692,0.06910
-0.19457,-0.17343,0.30485,0.19483,14.74880,14.72354,0.20768,-0.12735,0.03113,-0.11707,0.10108,-0.04917,0.14288,0.21048,-0.00085,-0.02972,0.14203,-0.00961,0.01228,-0.05728,0.13078,-0.10308,0.16218,0.33560,-0.00706,0.13673
-0.13316,-0.15425,0.32491,0.17817,14.59197,15.68454,0.16913,-0.21695,-0.10435,-0.07906,-0.01789,0.02134,0.42960,0.28984,-0.00314,0.02362,0.08559,-0.03472,-0.06736,-0.02639,0.14608,-0.03174,0.18045,0.20853,0.06809,0.04260
-0.10782,-0.15969,0.32883,0.21101,16.63640,15.42836,0.16568,-0.77401,-0.09933,-0.00740,-0.03338,-0.07581,0.15220,0.13831,0.04632,-0.00974,0.03123,-0.05205,-0.06302,0.10177,0.35413,0.17436,0.17661,0.27128,0.10039,-0.17488
-0.18142,-0.16278,0.14011,0.11451,13.84438,14.44402,0.19141,-0.00504,-0.06103,-0.05556,0.02496,0.17603,0.29133,0.29134,0.12817,0.06347,0.10961,-0.02496,-0.02251,0.04059,-0.03550,0.06129,0.22435,0.29005,0.06692,-0.00710
0.14919,-0.01698,0.46889,0.14854,17.04439,15.67504,-0.12527,0.16697,-0.33918,-0.35706,-0.23254,-0.02018,-0.00909,-0.04377,-0.11135,-0.11684,-0.04232,-0.16474,-0.19044,-0.15901,0.09475,0.02130,0.08286,0.23909,-0.02641,-0.20733
0.11437,-0.02232,0.64183,0.10912,13.69492,14.82171,-0.11429,-1.35728,-0.33553,-0.39300,-0.22561,-0.06635,0.03223,-0.02627,-0.01520,-0.03226,-0.08150,-0.16614,-0.17694,-0.11345,0.13204,-0.00189,0.16287,0.06352,-0.07348,-0.13093
-0.01951,-0.04308,0.10490,0.14717,15.26320,15.48456,0.01537,0.16249,-0.20047,-0.17335,-0.15432,-0.08947,0.01195,0.11470,0.08871,-0.15913,-0.06362,-0.16210,-0.18963,-0.03268,-0.11791,0.05798,0.02553,0.09263,-0.02851,0.02875
0.00809,-0.03932,0.15095,0.12976,14.68404,14.98207,0.03492,0.30577,-0.32969,-0.26849,-0.17247,-0.12393,0.07368,0.14435,0.05154,-0.11709,-0.06028,-0.14175,-0.14713,-0.05132,-0.05681,0.04438,0.04398,0.11565,-0.05070,0.02213
-0.04823,-0.01617,0.12246,0.12574,16.13346,15.45537,0.06385,-0.12534,-0.16767,-0.02906,-0.00144,-0.00748,0.05254,0.04292,0.08436,-0.04993,-0.05252,-0.15733,-0.17376,-0.08914,-0.04886,0.08358,0.13011,0.11748,0.01373,-0.07244
-0.02530,-0.01627,0.14213,0.10852,15.09908,15.55653,0.03912,-0.12579,-0.14804,-0.06865,0.04737,-0.03151,0.09695,0.03983,0.04960,-0.03729,-0.04714,-0.18442,-0.20250,-0.06521,-0.05567,-0.03346,0.02163,0.17241,0.00032,-0.04027
-0.08993,-0.01850,0.17973,0.08458,14.44836,14.28139,0.12026,0.06295,-0.07883,-0.16918,-0.12771,-0.14206,0.17083,0.25317,-0.05918,-0.01388,-0.12968,-0.14747,-0.16113,-0.09460,-0.05337,0.02640,-0.14872,0.03974,-0.05818,0.02489
-0.04405,-0.09819,0.22541,0.07514,14.15689,15.19469,0.11625,-0.20064,0.00098,-0.14439,-0.07951,-0.08286,0.07104,0.19123,0.08852,-0.08774,-0.01861,-0.06618,-0.08289,0.06936,0.07411,0.00881,0.24498,0.13383,-0.02556,-0.13055
-0.03279,-0.03992,0.19390,0.09080,16.40063,14.75835,0.04016,0.33763,-0.32280,-0.18252,-0.14683,0.14541,0.26491,0.16621,-0.07775,0.01992,0.02532,-0.14898,-0.18495,-0.03585,-0.07504,0.07708,0.00426,0.05502,0.05619,0.07260
-0.10386,-0.00196,0.20716,0.11630,12.64512,14.77705,0.15036,-0.34667,-0.09740,0.01344,-0.00635,0.17960,0.30094,0.14671,0.12483,-0.15167,-0.04343,-0.14696,-0.18612,-0.04775,0.10071,-0.03920,0.16060,0.29539,-0.04733,-0.11672
-0.04664,-0.03251,0.08216,0.07680,17.07204,14.66637,0.08796,-0.05850,-0.09418,-0.09894,-0.17130,-0.04828,0.06691,0.07869,-0.10988,-0.10771,-0.04655,-0.14341,-0.13106,-0.09172,-0.02561,0.05065,-0.02482,-0.03007,-0.03505,-0.04835
-0.13738,0.00354,0.12697,0.09209,14.89947,14.02265,0.06238,0.07952,0.03535,-0.21324,-0.08946,0.06839,0.31588,0.15934,0.04793,-0.12287,-0.00289,-0.13687,-0.17849,-0.02974,-0.07595,0.00985,0.04609,0.13652,0.09055,-0.04156
-0.07416,-0.08222,0.11791,0.04414,15.25837,15.93178,0.03738,0.04623,-0.28090,-0.03323,-0.03791,0.13527,0.07867,0.19808,-0.00030,-0.03196,-0.03128,-0.06904,-0.08033,-0.02796,-0.05554,0.03142,0.04510,0.03235,0.00916,-0.03458
-0.04013,-0.05780,0.07763,0.12788,14.45099,14.01407,0.03532,-0.05199,-0.03764,-0.20137,-0.07139,-0.02604,0.04169,0.03234,0.06646,-0.06667,0.01069,-0.09857,-0.14876,0.07491,0.20726,0.05030,-0.03245,0.31717,0.04527,0.04388
-0.01642,-0.10364,0.19518,0.05950,14.26700,15.38759,-0.01550,-0.35062,-0.26520,-0.06655,-0.15858,0.06839,0.03516,0.16611,-0.04075,-0.03410,0.05245,-0.06114,-0.07891,-0.03507,0.01949,-0.04121,0.12467,0.02610,0.03876,-0.10444
-0.02735,-0.08116,0.15852,0.07217,15.58976,14.59994,0.00944,0.20359,-0.22225,-0.20664,-0.06250,-0.14307,0.06669,0.19628,0.00695,0.00103,0.02383,-0.11037,-0.15034,-0.00594,0.04820,0.06043,0.01783,0.23108,-0.01036,0.09374
-0.02515,-0.11409,0.13696,0.07465,14.79568,14.93251,0.06751,0.05041,-0.12317,-0.17638,-0.20209,0.13201,0.23336,0.02502,-0.01084,0.01071,-0.01772,-0.12259,-0.05591,0.00779,0.11099,0.00977,-0.01424,0.22555,-0.02230,-0.09698
-0.08059,-0.09642,0.15795,0.10248,15.21292,15.03041,0.06670,-0.05584,-0.13426,-0.12637,-0.07291,0.10401,0.24626,0.21250,0.03373,-0.02504,0.02465,-0.04929,-0.15356,-0.04898,0.19724,0.16330,0.05379,0.16120,0.11143,-0.01235
-0.04810,-0.08791,0.16518,0.12792,15.24035,14.69087,0.08286,0.01858,-0.11450,-0.09713,-0.14673,0.14831,0.06202,0.10485,-0.01072,0.00590,0.00033,-0.04336,-0.10800,0.04750,0.08793,-0.07170,0.17905,0.22468,-0.04058,0.01697
-0.13370,-0.07541,0.26837,0.12794,14.15981,15.32884,0.10572,0.05788,-0.09062,-0.11776,0.03424,0.04710,0.34858,0.25950,0.09086,-0.13287,-0.02740,-0.08559,-0.15442,-0.07068,0.07539,0.14332,0.04170,0.07550,0.04716,-0.16800
0.12158,-0.08249,0.30084,0.08138,15.54485,14.62787,-0.08402,-0.11165,-0.33262,-0.33559,-0.24252,-0.10572,0.05851,0.01531,-0.03360,0.00741,-0.00045,-0.03744,-0.12186,0.01545,0.04284,-0.07804,0.14682,0.24360,-0.01029,0.08013
0.00739,-0.05868,0.44781,0.10626,15.41521,15.30267,0.04952,-0.20612,-0.19268,-0.20266,-0.18143,0.16500,0.19381,0.03063,0.07701,-0.07900,-0.00564,-0.04699,-0.14765,-0.03058,0.03890,0.15031,0.03420,0.01291,0.00336,-0.14760
-0.05771,-0.06646,0.16292,0.07957,14.64576,14.28821,0.06087,-0.12323,-0.15763,-0.15709,-0.11451,-0.05397,0.22602,0.10326,0.09229,-0.09162,-0.01219,-0.16344,-0.13718,-0.00609,-0.03199,-0.04582,-0.01546,0.25438,0.02276,0.09548
0.05606,-0.05959,0.28471,0.08667,16.43101,15.02619,-0.05110,0.46985,-0.31178,-0.27714,-0.25586,-0.33205,0.03893,0.05766,-0.02839,-0.05110,-0.02690,-0.08863,-0.15458,-0.03731,-0.05128,-0.01008,-0.02949,0.16795,-0.05732,0.07198
-0.05032,-0.06801,0.32635,0.11664,14.60044,14.95497,-0.01093,0.02161,-0.23969,-0.25616,-0.14393,0.35075,0.20486,0.15861,0.12614,-0.07158,-0.01093,-0.16189,-0.13301,-0.00660,-0.01204,0.06158,0.07457,0.16347,0.12146,-0.05695
-0.07212,-0.03325,0.19259,0.13420,15.02314,15.47746,0.14277,-0.07032,-0.13257,-0.08448,-0.03857,0.14819,0.22287,0.14159,-0.07269,-0.14676,-0.06849,-0.12005,-0.17173,-0.09442,0.01312,-0.01037,0.12764,0.14231,-0.01162,0.10391
-0.01072,-0.05142,0.22377,0.19753,14.95819,15.13580,0.06375,-0.04645,-0.12277,-0.15550,-0.15074,-0.14761,0.00277,0.02242,0.05779,-0.03890,-0.03336,-0.15072,-0.14502,-0.01676,0.05503,0.01477,0.09767,0.09965,-0.02636,-0.24586
