beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
-0.13230,-0.05205,0.18173,0.05528,12.57513,14.85934,0.06519,0.03174,-0.07671,-0.07778,0.03055,0.15396,0.11234,0.24427,0.00118,-0.03544,0.01609,-0.13021,-0.15060,-0.07146,-0.02708,-0.05759,0.00903,0.11178,0.04956,0.00764
0.04464,-0.00858,0.23912,0.14894,17.79374,15.17091,0.01179,0.04937,-0.20481,-0.21826,-0.14085,-0.15049,0.17662,0.11965,-0.03392,-0.13091,-0.17566,-0.14335,-0.20031,-0.00617,0.15068,0.07347,0.15328,0.09376,-0.16454,-0.11080
-0.09134,-0.10376,0.18866,0.05568,14.04458,13.51533,0.15566,-0.00543,-0.13955,-0.02034,-0.00861,-0.06763,0.25510,0.28318,-0.01136,-0.02567,-0.01630,-0.03341,-0.10671,-0.01606,-0.01190,-0.02751,0.01801,0.12116,0.05693,-0.01572
-0.07576,-0.06296,0.25428,0.09103,15.79184,13.73470,0.07091,-0.06247,-0.19099,-0.14464,-0.03381,-0.21364,0.15333,0.13044,0.02107,-0.10168,-0.01605,-0.07498,-0.12267,-0.03728,0.02535,0.00868,-0.05211,0.15485,0.12327,0.00348
-0.05988,-0.09764,0.15627,0.09286,15.48317,14.17263,0.14895,0.04124,-0.15440,-0.08710,-0.01925,-0.03622,0.06344,0.08402,0.03017,-0.02991,-0.03166,-0.08771,-0.10652,-0.05884,0.12605,0.02467,-0.00215,0.24182,0.00402,-0.05218
-0.09518,-0.11219,0.26558,0.09093,15.27225,15.17232,0.05546,-0.23542,-0.09659,-0.17066,-0.14861,0.10202,0.33110,0.33604,0.03307,-0.10105,0.02553,-0.05013,-0.10306,-0.00679,-0.04114,0.12794,0.21756,0.29770,0.04052,-0.05765
-0.04233,-0.10072,0.15355,0.20731,15.11646,14.44919,0.04438,0.08598,-0.15925,-0.24645,-0.15267,-0.09734,0.05468,0.17495,-0.08341,-0.14179,-0.01792,-0.10427,-0.10106,-0.07138,0.13296,0.07005,-0.01571,0.32122,-0.01464,-0.34530
-0.11738,-0.07075,0.39221,0.07206,16.29309,16.43633,0.18512,-0.31483,-0.04581,-0.19875,-0.08919,0.26817,0.08148,0.25777,0.10215,0.02616,-0.04234,-0.09454,-0.12938,0.02006,0.01755,0.04876,0.15114,0.18543,-0.01005,0.08423
0.01765,0.02982,0.19577,0.17108,14.12730,14.08861,-0.02734,0.25537,-0.27771,-0.24393,-0.22892,0.06225,0.08887,0.11318,-0.08333,-0.19708,-0.17402,-0.18349,-0.20943,-0.13725,0.04155,-0.08841,0.04815,0.18503,0.00522,-0.10043
-0.04371,0.04822,0.16292,0.22152,17.45873,14.57592,0.07372,0.02533,-0.11125,-0.12030,-0.23020,0.06257,0.18053,0.08865,-0.07139,-0.09734,-0.05392,-0.21744,-0.28258,-0.07017,0.05345,-0.01358,-0.02769,-0.01018,-0.20950,0.01457
-0.01309,-0.04622,0.10854,0.09576,12.86015,15.57348,-0.02914,0.07865,-0.19314,-0.18401,-0.02833,-0.12835,0.02111,0.10691,-0.02280,-0.14241,-0.00603,-0.16161,-0.16112,-0.09472,-0.01479,0.01397,0.11678,0.14277,-0.05286,-0.11180
-0.03888,-0.01815,0.14061,0.10098,13.05237,13.65359,0.07077,0.10063,-0.10912,-0.15605,-0.10033,-0.13118,0.12741,0.23560,-0.00224,-0.12124,-0.07842,-0.15216,-0.19589,-0.11287,-0.03222,-0.16268,0.04131,0.12209,0.11687,-0.10630
-0.03742,-0.05490,0.17329,0.06231,16.05331,16.27156,0.12298,-0.09775,-0.12104,-0.11914,-0.07986,0.03754,0.26697,-0.00986,0.00279,0.00821,0.00239,-0.12810,-0.13707,-0.04609,0.00409,0.06173,0.10552,0.09209,-0.04785,0.01957
-0.16795,-0.09815,0.14147,0.04323,13.97184,13.74892,0.11824,0.02783,-0.12761,-0.11334,-0.11156,0.10036,0.14382,0.36609,0.01383,-0.00462,-0.04214,-0.05498,-0.07122,0.04129,-0.01406,0.03050,0.00478,0.06626,0.05243,-0.01950
-0.13446,-0.06784,0.14022,0.13475,15.11531,16.15156,0.12016,-0.06106,0.03027,0.03551,0.10133,0.02371,0.24864,0.00213,0.01332,0.03546,-0.06169,-0.09506,-0.19058,-0.00605,0.14514,0.05399,0.25617,0.28797,-0.04193,-0.20892
-0.10271,-0.06781,0.07970,0.08269,14.99297,14.35382,0.09136,0.05337,-0.09517,-0.18916,0.04955,-0.07652,0.17923,0.20155,0.03714,-0.02019,-0.02398,-0.11246,-0.11617,-0.10317,0.03501,0.00713,0.10838,0.08598,0.07038,0.01930
-0.07331,-0.07804,0.08316,0.05967,12.92208,14.31601,0.10667,-0.09906,-0.09880,-0.24080,0.07347,-0.17174,0.16798,0.18625,0.03868,-0.01091,-0.02689,-0.04626,-0.13022,-0.03737,0.07156,0.01789,0.02150,0.05318,-0.00779,-0.01466
0.00208,-0.08085,0.08185,0.09721,16.79864,15.55279,0.00093,0.12037,-0.13341,-0.01701,-0.04228,0.08614,0.07587,0.18118,-0.02010,-0.04473,0.04569,-0.15977,-0.12436,0.04207,-0.05961,0.01477,0.07179,0.21067,-0.02523,-0.03041
-0.09379,-0.15586,0.08113,0.11828,11.16406,13.89566,0.06981,-0.12415,0.01926,-0.01879,0.04578,-0.10675,0.07756,0.04170,0.02417,0.01020,0.10326,-0.03803,-0.07425,0.06660,0.08703,0.15784,0.15193,0.21298,0.00913,0.08186
-0.09088,-0.12227,0.15734,0.15478,13.94872,14.82778,0.13894,-0.30775,-0.01705,-0.18240,-0.04922,-0.07759,0.08599,0.28363,0.04613,-0.12090,0.06453,-0.08583,-0.11137,-0.02241,0.05132,0.18266,0.19051,0.15337,0.12218,0.08558
-0.10577,-0.10663,0.14998,0.09764,15.26810,14.84599,0.09892,-0.22360,-0.03837,-0.09476,-0.08641,-0.02397,0.02894,0.19710,0.09931,-0.03047,-0.00559,-0.04193,-0.07605,-0.01203,0.13426,0.12136,0.17896,0.17837,0.06560,-0.01038
-0.16693,-0.06924,0.20814,0.13856,15.27034,15.26359,0.17151,-0.13205,-0.00035,-0.03428,0.05185,0.21033,0.41517,0.28496,-0.01533,-0.01193,0.03162,-0.10232,-0.17347,-0.01201,0.09965,-0.03062,0.04822,0.21426,-0.01710,-0.05211
-0.05684,-0.04953,0.11913,0.14145,14.70163,15.06007,0.07138,0.09153,-0.14313,-0.11642,0.00397,-0.04732,0.06737,0.11700,-0.06182,-0.16949,0.03941,-0.16767,-0.13638,-0.02251,0.03657,0.04604,0.22419,0.15079,-0.02821,-0.14241
-0.08713,-0.02938,0.15620,0.14078,14.85990,15.56194,0.09685,0.10026,-0.16900,-0.18936,-0.10325,-0.11130,0.24552,0.22709,-0.00071,-0.01060,-0.07659,-0.10468,-0.17928,-0.12124,-0.06897,-0.11541,0.21435,0.11719,-0.02135,-0.17274
-0.07919,-0.04692,0.11799,0.17185,15.82169,14.68780,0.08866,0.09915,-0.14855,-0.01851,-0.12204,0.04114,0.10735,0.13361,-0.04392,-0.08180,-0.01766,-0.16309,-0.17218,-0.00800,0.05506,-0.01271,0.20180,0.19740,-0.00470,-0.14877
-0.02002,-0.06527,0.10023,0.14803,15.17151,15.50466,-0.00477,0.12855,-0.08800,-0.16700,-0.12491,0.17303,0.15921,0.02681,0.16084,-0.09309,-0.04463,-0.12532,-0.12714,-0.05448,0.14998,0.03791,0.16945,0.14994,-0.00329,0.02472
-0.08664,-0.04786,0.14785,0.12989,14.09034,15.81522,0.11377,0.12032,-0.06208,-0.26288,-0.04433,-0.12895,0.20703,0.16464,0.00454,-0.00435,-0.04967,-0.13779,-0.16501,-0.02584,0.11040,-0.05797,0.09314,0.21807,-0.00529,0.03421
-0.08882,-0.04267,0.13715,0.12637,14.47745,16.07928,0.06931,0.02603,0.01686,-0.22299,-0.02317,-0.06534,0.22353,0.14765,-0.01948,-0.01071,-0.04730,-0.10898,-0.17866,-0.01660,0.11746,-0.08855,0.06993,0.19520,-0.05409,0.09147
-0.12416,-0.05803,0.24052,0.16005,14.89637,15.57124,0.14011,-0.02467,-0.11014,-0.14898,0.01635,-0.11355,0.31882,0.25374,-0.12220,0.05758,-0.07702,-0.13292,-0.13737,-0.11895,0.05982,-0.06177,0.11135,0.21465,0.04798,0.02728
-0.05417,-0.05815,0.16047,0.21388,14.95691,14.54622,0.05938,-0.04453,-0.10732,-0.02082,-0.14353,0.00287,0.00137,0.16301,0.19352,-0.18614,0.01884,-0.17974,-0.11635,0.04311,0.02791,0.12412,0.26691,0.10237,-0.08564,0.06327
-0.05027,-0.07220,0.16800,0.23639,14.39442,14.69636,0.05394,-0.03162,-0.08383,-0.00857,-0.14302,-0.00446,0.04046,0.19347,0.13445,-0.18297,-0.05107,-0.10449,-0.14392,-0.05377,0.14408,0.03255,0.25932,0.29144,-0.02055,0.03879
-0.14985,-0.09415,0.13728,0.10348,15.32160,15.38552,0.14661,-0.02221,-0.06443,-0.07652,0.05578,0.05568,0.24361,0.15943,-0.00411,0.04443,0.01596,-0.08726,-0.12830,0.03665,0.08115,0.06023,0.08474,0.22869,0.04147,-0.11398
-0.20348,-0.18584,0.17229,0.16342,14.86777,14.43622,0.14732,-0.14623,-0.01801,0.00557,-0.05785,0.14313,0.15182,0.32056,0.23115,0.00106,0.08151,-0.02443,0.01036,0.17611,0.14479,0.02527,0.18787,0.27057,0.11457,-0.02121
0.01999,-0.05251,0.10444,0.13585,12.55981,14.68479,-0.06147,0.09364,-0.07492,-0.08562,-0.12868,-0.02821,0.04995,0.08017,-0.02716,-0.03534,-0.03372,-0.19363,-0.17411,-0.05182,0.11723,0.14954,0.21656,0.21020,0.03572,-0.12344
-0.03154,-0.05310,0.12444,0.12167,12.85314,14.52411,-0.08270,0.18264,-0.10268,-0.06575,-0.16915,-0.02892,0.05868,0.05346,-0.01814,-0.04768,-0.00398,-0.17820,-0.14994,-0.02038,0.04666,0.09058,0.22788,0.18370,-0.00489,-0.10564
-0.00144,-0.06064,0.16008,0.10941,17.20707,15.64677,0.00045,-0.12262,-0.14185,-0.17678,-0.05432,0.04568,0.15148,0.04399,0.08503,-0.08027,-0.01813,-0.11053,-0.13336,-0.05087,0.00244,-0.03758,0.01600,0.18831,0.01860,-0.03643
0.01116,-0.08999,0.27206,0.10297,14.57066,15.10544,0.05430,0.13619,-0.25590,-0.08534,-0.22193,-0.20083,-0.02733,0.02907,0.00384,0.00441,0.04706,-0.09864,-0.12062,0.01842,0.14062,0.06464,0.17818,0.21824,0.01847,-0.07371
0.07026,-0.09098,0.23228,0.09392,16.93526,15.82029,-0.08253,-0.03127,-0.17399,-0.30044,-0.12753,0.16994,0.15906,0.06717,0.06172,0.02635,-0.02839,-0.08882,-0.12486,0.00530,0.07209,0.00534,0.27277,0.15415,-0.00472,0.06826
-0.00314,-0.05228,0.15622,0.12495,12.72865,15.31202,0.04768,0.19807,-0.14494,-0.16119,-0.15463,-0.10935,0.01621,0.07512,0.07474,-0.04720,-0.00022,-0.14746,-0.16071,-0.02772,-0.01687,-0.03540,0.24455,0.06733,0.03899,-0.09764
-0.10869,-0.10029,0.20406,0.10298,16.06767,15.20314,0.05539,0.15551,-0.04343,-0.07662,0.03961,-0.04907,0.27564,0.09429,0.02931,-0.05477,0.03465,-0.08697,-0.10066,-0.05127,0.16954,0.04933,0.09373,0.24405,0.02104,0.05199
-0.06039,-0.05589,0.16135,0.11741,15.58246,14.69985,0.01851,-0.13968,-0.11279,-0.14683,-0.18721,0.10142,0.14795,0.12810,-0.02561,-0.18184,-0.01295,-0.08300,-0.12813,-0.01478,0.03367,-0.04526,0.19704,0.21716,-0.04811,-0.11413
-0.05002,-0.11646,0.24012,0.10500,13.06633,15.01120,0.02012,0.22023,-0.12358,-0.23335,-0.08204,-0.07675,0.20543,0.09147,0.07261,0.07782,-0.02757,-0.06538,-0.09236,0.06579,0.09154,0.08144,0.04015,0.26871,0.00866,0.09191
0.05552,-0.06314,0.15670,0.13956,18.02836,14.69157,0.03606,-0.29982,-0.27645,-0.24999,-0.24938,-0.02388,0.00945,0.08641,-0.05228,-0.10411,0.08661,-0.13380,-0.14399,-0.04058,-0.02040,0.05394,0.24336,0.14353,0.08398,-0.27345
-0.03179,-0.09875,0.15902,0.07250,14.25165,15.56502,0.01034,-0.14068,-0.09616,-0.21296,-0.16725,0.08728,0.15274,0.06171,0.07155,-0.03821,0.00915,-0.09935,-0.11847,-0.04217,-0.05809,-0.01127,0.10985,0.03720,0.04534,-0.12485
0.01487,-0.07165,0.15810,0.11906,17.20357,15.47135,0.05460,-0.07359,-0.19396,-0.16948,-0.32099,-0.23895,0.09260,0.09378,0.02509,-0.01169,0.04354,-0.11875,-0.15032,-0.08236,0.02337,0.04727,0.15856,0.30024,0.07455,0.01371
0.01109,-0.07179,0.14790,0.10531,16.94567,15.46249,0.03547,-0.07986,-0.19308,-0.14860,-0.27989,-0.22517,0.08974,0.09878,0.01152,0.00103,0.03666,-0.09753,-0.14435,-0.07146,0.01816,0.05199,0.13305,0.25807,0.06466,0.02569
-0.09130,-0.10532,0.08781,0.11317,16.56698,15.01250,0.08321,0.00854,-0.11540,-0.07419,-0.10800,-0.06658,0.06009,0.00122,-0.06400,0.08046,0.00119,-0.10931,-0.10474,-0.02342,0.08916,0.05149,0.02124,0.14218,0.03842,0.12196
-0.03900,0.01039,0.12305,0.12366,13.48083,14.76030,-0.06263,0.19646,-0.17557,-0.23315,-0.07101,0.08169,0.10435,0.14635,0.07419,-0.19866,-0.03439,-0.20270,-0.18882,-0.02322,0.01764,-0.03462,0.03318,0.20738,-0.05687,-0.17898
-0.00366,-0.05718,0.12957,0.07171,13.77695,15.67951,-0.03596,-0.03989,-0.02390,-0.20887,-0.12576,0.00890,0.09847,0.10909,-0.08181,-0.05186,-0.01701,-0.08659,-0.14084,-0.01771,0.01862,-0.02383,0.07807,0.11521,-0.01256,-0.15380
-0.03141,-0.02087,0.16244,0.13004,18.83142,14.65039,0.08713,-0.16110,-0.23323,-0.04470,-0.05973,-0.05578,0.11175,0.07604,-0.01444,-0.11819,-0.08498,-0.16626,-0.21133,-0.08197,0.02400,0.16588,0.08411,0.23117,-0.02020,-0.00908
-0.05262,-0.04427,0.18886,0.12318,13.62729,15.38792,0.03085,-0.22447,-0.16494,-0.24374,-0.06658,0.19151,0.26598,0.19739,-0.03870,-0.16609,-0.04527,-0.16102,-0.18880,-0.09753,0.01326,0.04971,0.08965,0.08360,-0.05787,0.13183
-0.05858,-0.00418,0.14869,0.12757,15.85961,15.83939,0.04842,-0.02892,-0.07944,-0.12692,0.01143,-0.00439,0.19344,0.24617,-0.10950,-0.11379,-0.11025,-0.16341,-0.18950,-0.12596,0.06165,0.00647,0.13336,0.12387,-0.08639,0.08392
0.01072,-0.02943,0.15603,0.27254,14.28548,14.66390,0.04872,0.01627,-0.18391,-0.06961,-0.09918,0.00340,0.15809,0.05349,-0.10271,-0.03034,-0.07606,-0.17770,-0.15687,-0.06458,0.17523,0.07345,0.06972,0.20419,0.06946,-0.00010
0.02729,-0.09675,0.15349,0.06768,16.79728,15.53953,0.06790,-0.05149,-0.07380,-0.18740,-0.19775,-0.01711,0.06582,0.15822,-0.03200,0.00251,-0.02312,-0.10750,-0.11981,-0.00428,0.04044,0.03858,0.12029,0.19576,0.06614,0.06540
-0.07405,-0.06190,0.26030,0.11895,13.78039,14.45080,0.16847,0.03620,-0.07229,-0.12757,-0.16371,-0.01588,0.13129,0.21266,0.11536,-0.09927,0.02123,-0.13165,-0.13778,-0.03862,0.01242,-0.00097,0.03033,0.11219,-0.11900,-0.16310
-0.04289,-0.04915,0.14709,0.14640,14.21199,15.43382,0.00268,-0.13594,-0.14167,-0.03336,-0.07031,0.03047,0.17470,0.11715,0.06469,-0.11731,-0.04089,-0.13325,-0.17802,-0.01155,0.02128,0.01990,0.14299,0.26519,0.03121,-0.09031
-0.07559,-0.04294,0.06474,0.12581,15.38327,15.18768,0.00824,0.06816,-0.11735,-0.07252,-0.04599,0.05968,0.00587,0.15060,0.01671,-0.10189,-0.01080,-0.17157,-0.17540,-0.03348,0.09044,-0.00508,0.10241,0.15029,-0.01316,-0.15160
-0.10226,-0.08912,0.12387,0.16622,15.01246,15.17113,0.07981,0.04622,-0.25205,-0.20580,-0.05846,0.10142,0.02266,0.21600,-0.00256,-0.05195,-0.04143,-0.11959,-0.07230,-0.04386,0.05140,0.08174,0.11933,0.23989,-0.01081,0.03179
-0.11380,-0.10759,0.09786,0.07544,15.46021,15.06150,0.04994,-0.10796,-0.08685,-0.11013,-0.13033,-0.04304,0.19125,0.12250,0.05449,0.00413,0.04161,-0.03752,-0.07471,0.07508,0.12949,0.04828,0.20811,0.13592,0.03947,-0.00839
0.00357,-0.10004,0.11558,0.14851,13.88968,14.44702,0.09086,0.12310,-0.15573,-0.06855,0.03459,0.07412,0.00761,0.08167,0.10095,0.09068,0.04238,-0.12160,-0.11509,-0.04982,0.02115,-0.03019,-0.07597,0.26818,0.12786,-0.00559
-0.04424,-0.16060,0.23827,0.15204,16.81685,15.78414,0.06743,0.19712,-0.04501,-0.08875,-0.13206,0.05386,0.22133,0.14911,0.07688,-0.01956,0.10958,-0.00677,-0.03751,0.11982,0.33251,0.12481,0.36416,0.30035,0.02226,-0.14020
-0.08901,-0.13851,0.30195,0.18743,13.35254,14.75287,0.04531,0.12070,-0.06122,0.00769,-0.10853,0.04982,0.18902,0.17857,0.14872,0.06090,0.11963,-0.03296,-0.06503,-0.00693,-0.04786,0.10199,0.05931,0.23793,0.13648,0.13082
-0.23860,-0.05802,0.27745,0.12326,16.84450,15.74073,0.26447,0.07581,0.11577,0.06887,0.20373,0.26999,0.48555,0.34482,-0.00296,-0.07655,0.07432,-0.12662,-0.13776,0.02574,0.19678,0.01546,0.20761,0.10914,0.00378,-0.14225
0.02864,-0.05625,0.26500,0.10291,13.92551,14.35580,-0.01194,0.00979,-0.08652,-0.22552,-0.13444,-0.08714,0.14906,0.05910,0.03242,-0.02285,-0.09954,-0.12488,-0.12910,-0.07892,-0.02023,0.07213,-0.05411,0.21566,0.01723,0.05103
0.02532,-0.06975,0.20028,0.10764,15.96975,14.96866,0.03111,-0.13955,-0.25032,-0.14259,-0.14081,0.04155,0.08293,0.14853,0.02398,-0.06119,0.00292,-0.13801,-0.17549,0.00818,0.17136,-0.05152,0.35045,0.09003,0.00673,-0.05896
-0.03353,-0.03870,0.18408,0.14586,14.45402,15.29276,0.01481,-0.12251,-0.06184,-0.12227,-0.06283,0.02672,0.20081,0.08151,-0.03352,-0.09215,-0.08881,-0.13014,-0.15577,-0.08657,-0.03885,0.07683,0.00487,0.23634,-0.04290,-0.21481
-0.20308,-0.07621,0.26216,0.06999,15.65507,14.88625,0.17874,0.16577,-0.01503,-0.02104,0.04636,-0.04741,0.38031,0.26209,0.04115,-0.01016,0.06261,-0.06500,-0.11146,0.00409,0.10358,-0.03247,0.13386,0.07477,0.00618,0.06205
-0.14029,-0.12249,0.30869,0.11142,15.95674,14.90432,0.18639,0.26097,-0.05641,-0.00722,-0.04983,0.37188,0.21240,0.21773,0.06255,0.07877,0.00168,-0.07312,-0.04723,-0.04566,0.09422,0.11415,0.12254,0.30404,0.10688,0.06327
-0.13855,-0.09689,0.43032,0.11410,14.09727,14.51105,0.13981,-0.41381,-0.02788,-0.00420,-0.06956,-0.13961,0.12586,0.21761,-0.03808,-0.05388,0.03716,-0.07213,-0.09959,0.01652,0.05623,0.16507,0.14296,0.05818,0.00491,-0.08749
-0.03058,-0.07346,0.46385,0.20260,14.11920,15.70459,0.05723,-0.11192,-0.21453,-0.24063,-0.06209,0.26595,0.17805,0.08036,0.19227,-0.04031,-0.03664,-0.03281,-0.13259,-0.05602,0.18887,-0.14753,0.34038,0.32869,0.03141,0.08800
-0.00640,-0.08013,0.37140,0.19789,14.55213,15.65623,-0.01256,-0.24792,-0.16366,-0.13076,-0.01861,0.17426,0.14402,0.08324,0.20750,-0.03693,-0.05502,-0.09793,-0.12442,-0.07935,0.15039,-0.09517,0.35329,0.26405,0.03735,0.03176
-0.01806,-0.08515,0.26205,0.14526,16.26788,15.44704,0.07925,-0.37013,-0.24956,-0.19322,-0.11115,0.07085,0.13911,0.12146,0.03534,-0.16411,0.05155,-0.10944,-0.12734,-0.05985,0.00845,0.03649,0.15635,0.13189,-0.01426,0.07785
0.05457,-0.05841,0.36892,0.09454,14.27915,14.72071,-0.02821,0.32335,-0.19141,-0.24434,-0.14060,-0.08869,0.02923,0.00215,0.00008,-0.03820,-0.03573,-0.09909,-0.11517,-0.03928,0.08242,0.06358,0.04182,0.07844,0.03322,-0.12267
0.15324,-0.06345,0.39544,0.17215,14.81226,15.33849,-0.22206,0.21704,-0.41054,-0.38572,-0.37640,-0.01697,-0.04474,-0.00976,0.03056,-0.00931,-0.02704,-0.11068,-0.08231,0.03141,0.26482,-0.02985,0.06493,0.25354,-0.02887,-0.11217
0.11816,-0.08254,0.28628,0.18113,15.75720,15.05306,-0.01916,0.41768,-0.37798,-0.30140,-0.13565,0.12744,0.01540,-0.06297,0.10280,-0.08861,-0.00450,-0.08835,-0.13668,-0.09308,0.25530,-0.02476,0.07388,0.15190,0.03705,-0.09828
0.05236,-0.06818,0.25240,0.11506,15.42128,15.02716,-0.04699,0.12612,-0.16109,-0.18484,-0.32961,-0.07573,0.14167,0.11303,0.05457,-0.00317,0.03113,-0.10397,-0.12682,-0.10476,0.06022,0.05169,-0.04131,0.10810,-0.00242,0.08524
0.02288,-0.09413,0.14658,0.16464,14.87229,15.24987,0.07816,-0.06802,-0.30196,-0.27581,-0.07457,-0.05917,0.04038,0.03337,0.02056,-0.08475,0.03540,-0.09955,-0.10182,0.06164,0.11487,0.02533,0.29965,0.22608,-0.03821,-0.20284
-0.08310,-0.06659,0.09947,0.19684,14.32558,15.04527,0.03137,-0.02256,0.00309,-0.00843,-0.09833,0.10474,0.14025,0.20766,-0.07000,-0.11289,-0.03311,-0.12416,-0.12684,0.01622,0.14828,0.02773,0.05884,0.20432,-0.07913,0.09609
-0.12757,-0.11769,0.18559,0.08929,14.94436,14.92216,0.22100,0.39028,-0.13062,-0.14858,0.02019,-0.15192,0.06958,0.14046,0.12454,0.03057,0.00157,-0.05758,-0.04999,-0.03273,0.01068,0.04981,0.14094,0.13515,0.08482,-0.10490
-0.03332,-0.10580,0.09505,0.15572,15.64454,15.71812,0.03206,0.16572,0.00268,-0.05403,-0.01705,-0.14563,0.05876,0.07833,0.08054,0.00202,0.07245,-0.06930,-0.10494,0.03137,0.06962,0.19588,0.31115,0.12141,0.08288,-0.00231
-0.06505,-0.09996,0.13813,0.15061,14.92556,15.24800,0.07175,0.23668,-0.06390,-0.09827,0.00388,-0.18617,0.17013,0.11828,-0.01981,-0.04931,0.00477,-0.05172,-0.11701,0.09075,0.05908,0.11831,0.30842,0.14946,0.03953,-0.10947
-0.08681,0.01742,0.12484,0.16084,14.27017,15.06216,-0.00998,-0.22390,-0.07869,-0.04753,-0.05439,0.23199,0.05551,0.13634,-0.05934,-0.11959,-0.09755,-0.23104,-0.21467,-0.05004,-0.03575,-0.02803,-0.02824,0.06751,-0.06027,0.03351
-0.11576,0.05552,0.24274,0.15836,15.38262,14.82424,0.23722,0.11953,-0.16342,-0.05340,-0.08057,0.49283,0.28404,0.17153,-0.21399,-0.18095,-0.17307,-0.24089,-0.25572,-0.14591,-0.04840,-0.02816,0.16105,0.13576,-0.09642,-0.10708
-0.06658,0.01496,0.20453,0.18690,14.27446,15.13375,0.11670,-0.04103,-0.05878,-0.10672,0.11414,-0.01286,0.22279,0.29991,0.09077,-0.14966,-0.08715,-0.18030,-0.26002,-0.05221,-0.00780,-0.05683,0.07130,0.05149,-0.08108,-0.10057
-0.19441,0.00931,0.30199,0.20017,14.28301,14.91571,0.13896,-0.08310,0.02722,-0.16430,-0.05232,0.16644,0.25815,0.18539,0.18904,-0.13097,-0.12355,-0.24685,-0.22697,-0.17497,-0.03104,-0.02475,0.01212,0.10740,-0.09050,-0.04216
-0.17053,-0.02107,0.23841,0.12365,16.99598,15.49638,0.09848,0.28581,-0.12644,0.02215,0.00382,-0.01644,0.20012,0.27675,-0.09717,-0.08172,-0.04456,-0.12518,-0.18645,-0.10413,0.07178,0.14198,0.02917,0.10241,-0.00292,0.20406
0.02738,-0.08291,0.22867,0.08331,13.27402,14.49665,-0.07452,-0.30047,-0.34508,-0.22395,-0.22392,0.12993,-0.02895,0.12428,0.08610,-0.00703,-0.01519,-0.07774,-0.13836,0.02107,-0.00209,-0.06985,0.08048,0.11801,-0.01694,-0.22384
-0.10767,-0.09005,0.20376,0.12748,13.56649,15.21287,0.06455,0.06394,-0.10192,-0.12645,-0.08547,0.21610,0.25858,0.10969,0.00393,-0.08992,-0.00596,-0.12869,-0.11844,-0.04485,0.23597,-0.01786,0.18299,0.14638,-0.00058,0.22204
-0.12764,-0.09941,0.19425,0.08137,14.24043,15.28149,0.19824,-0.06792,-0.01363,-0.05740,-0.10435,0.11036,0.30769,0.22389,0.06240,-0.00913,-0.04070,-0.06738,-0.10518,-0.02285,-0.04915,0.03992,0.05296,0.21790,0.01574,-0.14038
-0.05244,-0.07996,0.14517,0.10123,16.11857,15.47279,0.12356,0.09884,-0.04570,-0.17152,-0.02887,-0.10540,0.11647,0.14271,-0.04972,-0.09919,0.01674,-0.09872,-0.14101,-0.00540,0.16221,0.00186,0.11438,0.01783,-0.05474,0.14532
-0.06071,-0.07062,0.22174,0.06570,14.28094,14.80373,0.07359,-0.15937,-0.15920,-0.14843,-0.09228,0.19249,0.05222,0.05910,0.08398,0.00727,-0.03375,-0.09107,-0.12801,-0.02958,-0.05232,-0.00774,0.03972,0.16835,-0.00096,-0.14290
-0.11524,-0.09600,0.18540,0.19420,13.41980,15.51456,0.06741,-0.04766,-0.10582,-0.12646,-0.13427,0.15163,0.28543,0.22113,0.00030,-0.11668,0.03485,-0.04682,-0.12112,-0.01204,0.11023,0.12391,0.38941,0.18325,0.04156,-0.01678
0.08551,-0.05708,0.24087,0.07052,17.01966,14.39743,-0.02391,0.04688,-0.35741,-0.21066,-0.18164,-0.14500,0.10040,0.02048,0.02481,-0.02326,-0.03509,-0.12272,-0.15667,-0.01638,0.02392,-0.04419,-0.04234,0.12894,0.02443,-0.03865
-0.04472,-0.00279,0.19192,0.09597,15.19664,15.27922,0.07887,0.33215,-0.06325,-0.16210,-0.12496,-0.01416,0.08144,0.12340,-0.00563,-0.08774,-0.05261,-0.22416,-0.22531,-0.01420,-0.05047,-0.03340,-0.08803,0.07888,-0.08719,0.17431
-0.01119,-0.07943,0.20057,0.05201,13.06287,14.96999,-0.01815,-0.13847,-0.25942,-0.24851,-0.10376,0.05345,0.05756,0.12177,-0.11393,0.00341,0.00611,-0.08609,-0.13667,-0.02171,-0.01903,0.02366,-0.01759,0.07478,-0.04136,0.01668
-0.05753,-0.07714,0.16842,0.09372,13.04584,14.22713,0.04963,-0.08337,-0.09437,-0.20074,-0.04649,0.13743,0.00977,0.08980,-0.12048,-0.04433,-0.05360,-0.11123,-0.11399,0.06071,-0.05640,0.06086,0.11493,0.13627,-0.04591,-0.13454
