beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,lambda_manual,lambda_acclka,gamma_manual__1,gamma_Z_manual__3,gamma_Z_manual__4,gamma_Z_manual__10,gamma_Z_manual__11,gamma_Z_manual__13,gamma_Z_manual__14,gamma_Z_manual__17,gamma_Z_acclka__2,gamma_Z_acclka__3,gamma_Z_acclka__5,gamma_Z_acclka__6,gamma_Z_acclka__7,gamma_Z_acclka__8,gamma_Z_acclka__9,gamma_Z_acclka__11,gamma_Z_acclka__12,gamma_Z_acclka__14,gamma_Z_acclka__15,gamma_Z_acclka__16
6.06420,2.94507,0.21062,0.48802,1.57913,1.48699,-0.17226,0.02243,0.32065,-0.02822,0.15755,-0.03593,0.24698,0.05366,0.44456,0.00810,0.15931,-0.53080,0.35730,0.17483,-0.57027,-0.64669,0.75555,-0.46256,0.61720,0.26425
1.37861,5.25415,0.53925,1.64264,1.50124,1.45224,0.64571,-0.01933,-0.89420,0.06357,-0.16172,-0.03076,-0.43675,-0.33174,-1.83405,-0.84596,-0.50967,1.07251,-0.70153,-0.45172,1.86749,2.40191,-2.96958,1.86889,-1.97406,-0.48601
1.24104,6.75657,2.11213,0.05324,1.83532,1.46749,1.11635,-1.67834,-1.33673,-0.78672,1.33507,0.22980,2.89780,1.72857,0.07132,-0.03877,0.02145,-0.05131,0.03152,0.02923,-0.06008,-0.08663,0.08073,-0.01788,0.06744,-0.00053
2.37651,3.67867,0.96966,2.78115,1.52752,1.48540,1.78817,1.16073,-2.76105,-1.32044,0.94451,0.71768,-1.10540,0.47030,-0.49953,-1.60996,0.78030,-2.16427,0.64775,0.70566,-2.15500,4.29034,-1.54965,0.80744,1.12203,-0.13573
2.84805,6.63753,2.23242,0.78436,1.54614,1.43772,1.82008,-2.55697,-1.93681,0.36218,-2.71050,-3.10788,4.75685,0.12721,-0.42525,0.03098,-0.52825,0.53942,-0.25113,-0.09842,0.51712,-1.61230,0.34510,-0.39530,-0.05085,0.78172
2.02839,3.12762,0.72925,0.34380,1.70851,1.44013,1.09282,0.25018,-1.89023,-1.27826,-0.08391,0.54916,0.64527,1.48872,-0.17044,0.22273,-0.13777,0.20620,-0.12529,0.26797,0.26652,-0.50288,0.02946,-0.28418,0.37619,-0.25292
3.22015,7.86116,1.59334,0.60330,1.58172,1.48917,1.06508,-1.01372,-2.51300,2.31039,0.77750,-1.21519,1.62871,-1.18193,0.20348,-0.40740,0.37717,-0.27108,0.37154,-1.24453,-0.45682,0.66677,0.19464,0.39694,-0.63232,0.56588
1.53057,8.28394,1.34880,0.63277,1.62054,1.49212,1.01778,-1.51332,-0.96883,1.29272,1.71040,-1.13038,0.89778,-0.24240,-0.62440,-0.30874,0.88345,0.53627,0.34143,-1.08967,-0.39722,0.86483,0.24586,0.32246,-0.93571,1.09557
1.00413,10.75272,0.84875,0.69653,1.67217,1.47435,1.72359,-0.40365,-0.59204,0.40716,1.06006,-0.16546,0.63180,0.82734,0.61255,-1.71591,0.87493,1.02665,1.12455,-1.00731,0.27283,-0.19421,-0.58983,0.48860,-0.35040,0.37515
2.79501,2.78487,1.48964,0.14332,1.59269,1.44416,-0.31486,0.47846,-1.82992,0.18695,-1.08726,0.05387,-0.05237,-0.88821,-0.09832,0.31366,-0.11607,-0.20092,-0.12671,0.27991,-0.03403,-0.00360,-0.10143,-0.12065,0.01299,-0.17202
0.38884,11.05830,1.16521,0.69755,1.74413,1.46799,0.96719,-0.34843,-0.10661,1.73790,0.53271,-0.60169,1.76908,1.36904,-1.23626,-1.80947,0.55712,1.06295,0.90581,-1.44027,0.27911,0.06802,0.62574,0.59216,-0.31828,0.66225
1.37620,9.30514,0.54104,1.34718,1.73968,1.43548,1.08480,-0.16411,-1.40990,-1.01151,-0.19577,0.42243,0.20499,-0.54247,0.18616,1.99431,0.35966,-2.13127,0.46904,0.57716,-0.33076,3.77110,-1.10811,-0.45156,2.07682,1.58773
1.76891,4.20202,2.46089,0.37792,1.59617,1.47553,1.55107,2.33648,-2.33799,2.92871,1.61072,-1.89556,1.22781,3.54549,-0.08812,-0.17960,-0.17679,0.60896,-0.12893,-0.37166,0.20476,-0.81796,0.51890,0.55171,-0.65164,-0.62855
3.64453,6.36869,1.40511,0.98115,1.62606,1.47983,1.47255,1.66225,-3.89540,1.66710,-0.11864,-1.74086,1.57229,0.71559,0.70819,-1.69903,-0.32261,1.07138,-0.86063,-1.22621,0.27296,-1.27229,1.54044,1.47710,-0.96235,-0.77521
1.49214,3.52123,1.39879,0.45754,1.64013,1.45694,0.32077,1.58798,-1.39850,0.51772,-0.43298,0.37105,0.01304,1.40230,-0.17720,0.26254,-0.25231,-0.66083,0.68378,-0.08667,-0.73732,0.09666,-0.08941,0.02899,0.19288,0.08954
2.40681,5.32646,1.18819,0.27425,1.64206,1.49932,0.49528,0.75690,-2.30104,-0.19155,-1.43015,-0.97158,0.68426,0.02132,-0.32489,0.68671,-0.25731,-0.45589,-0.12438,0.06652,-0.30480,-0.04324,-0.16412,0.15223,0.08049,-0.04442
0.48862,5.53391,1.36286,0.07148,1.65708,1.43129,1.22377,-0.58655,-1.19802,1.67182,1.22056,0.41499,0.16895,0.12999,0.09149,-0.18840,0.07347,0.13124,0.07280,-0.02081,0.10342,0.01120,-0.02228,-0.06297,-0.01506,-0.01418
1.60317,4.42618,1.09787,2.38337,1.64306,1.49734,1.17335,0.33649,-1.54977,-1.25941,-0.62112,-0.32715,0.79793,0.24243,-2.66455,3.74803,-0.18813,-3.25319,0.12406,1.47512,-0.75853,-1.07334,1.40530,1.63619,0.48738,0.26724
1.60100,4.56532,1.34012,0.55694,1.62752,1.46978,1.70536,1.34368,-2.28432,0.65358,-0.73815,-2.00345,-0.16935,-1.28827,0.17198,0.92047,0.50669,-1.43944,-0.25994,0.09310,-0.63192,0.77606,0.34160,0.25154,0.17963,-0.41413
2.04237,4.72425,1.12923,1.73339,1.67504,1.48007,-0.28296,-0.56920,-2.65182,1.20972,0.76624,1.31599,0.69621,1.27415,-0.53242,-2.16170,-0.61892,3.77728,1.55264,1.93076,0.59526,-1.35839,-1.49007,1.31460,-0.08426,1.32159
3.24463,4.12986,0.72908,0.45622,1.61269,1.50244,1.70151,0.30807,0.14124,-1.16184,-1.37223,-0.74067,0.26983,-1.56091,0.88643,-0.32464,0.19910,-0.01513,0.47151,0.29764,-0.58298,0.50078,-0.70468,-0.03438,0.50731,-0.25528
9.08204,4.75771,1.35209,0.00208,1.54422,1.43044,-3.09909,-0.45590,-0.08657,2.35678,2.17000,1.04212,-0.42483,2.37185,-0.00494,0.00178,-0.00095,0.00050,-0.00215,-0.00191,0.00234,-0.00215,0.00274,0.00131,-0.00088,0.00071
3.15103,3.58353,0.59353,0.09355,1.56950,1.51521,1.73663,-0.16892,0.10201,-0.91179,-0.19630,-0.31745,0.16294,-0.63874,0.22208,-0.03743,0.07176,-0.07598,0.07193,0.01802,-0.09312,0.08567,-0.15530,-0.18630,0.03599,0.06543
0.76943,3.41641,0.79538,0.04337,1.68863,1.48471,1.25853,0.00375,-1.13356,-0.01584,0.14083,-0.09013,0.13754,-0.93561,0.07748,0.04766,-0.03786,-0.06209,0.07792,-0.01196,-0.01026,0.07806,-0.11030,-0.04063,-0.00523,0.01625
2.18716,3.57385,0.77034,0.18406,1.60358,1.46962,0.35561,0.51489,-1.96370,0.09876,-1.01506,-0.73867,-0.31994,-0.02909,-0.04567,0.22598,-0.25177,-0.14342,0.09014,-0.23866,-0.28888,0.21756,-0.40466,-0.17521,0.30730,-0.32361
1.63627,8.82873,1.54166,1.01285,1.72704,1.46164,2.33139,-1.01383,-1.90902,-1.56791,3.79385,1.46640,2.02484,2.24558,0.27504,-1.25116,1.59852,2.42759,0.48329,0.18169,2.87106,-2.07529,0.86368,-0.83796,-1.91289,0.30108
2.16131,8.24785,2.10374,0.27890,1.67581,1.47686,-0.81935,-1.54197,-2.80981,-0.74371,4.24763,-0.62264,0.23176,1.25955,0.06070,-0.02743,-0.20946,0.02573,0.25487,-0.06429,0.15706,0.27901,0.16166,0.03700,-0.34712,0.19268
1.16185,3.32367,0.76049,0.39979,1.63926,1.44907,1.48813,0.53800,-0.78401,0.67728,-0.95806,0.16429,0.24222,-0.08937,0.01513,0.07659,0.29127,-0.05571,-0.28831,0.26993,-0.27716,-0.41180,-0.30848,0.08284,0.58857,-0.16263
0.95384,4.98803,0.51649,0.14153,1.63707,1.47239,0.61513,0.32756,-0.53225,-0.26665,-0.09626,-0.08105,0.66874,0.18723,-0.17763,0.12407,0.01713,-0.04770,-0.06742,-0.00634,-0.27833,-0.22644,-0.21466,-0.00708,-0.01424,0.06953
2.42356,11.61882,0.27742,1.30572,1.56971,1.44147,-0.07059,-0.21151,-0.05882,0.11333,0.11328,-0.09474,-0.28231,-0.01781,1.66130,-0.33091,0.46497,-0.07010,0.95843,-0.32216,2.40430,1.40743,1.91026,0.22709,0.24491,-1.27221
1.51488,11.73789,0.42020,1.14098,1.51461,1.44961,0.14770,-0.01780,-0.10336,0.23380,-0.04106,-0.63788,-0.33462,0.25137,2.22759,-0.63540,-0.25477,1.22319,1.20186,1.35204,1.59794,1.31219,1.00486,0.35319,0.49458,-2.04066
2.83839,3.36575,1.54383,0.20703,1.79899,1.46973,1.59291,3.21872,-2.71159,-2.24373,-0.37139,2.47006,2.09305,-1.11288,-0.30503,0.11078,0.13449,-0.14840,-0.07049,-0.06171,-0.11571,-0.14761,-0.01043,-0.10586,0.00040,0.16770
1.62925,9.32926,0.59697,1.40256,1.52841,1.47688,0.82216,-0.51858,-0.51803,0.68524,-0.10146,-0.50113,0.14556,0.09767,-1.01830,0.22800,-1.02434,1.83462,-1.11298,-0.26439,1.98080,0.46543,-1.59408,0.59602,0.46251,2.44439
1.01162,4.27077,0.85910,1.22982,1.71881,1.43979,1.49758,-0.83226,-1.52976,0.44779,-0.18507,0.22960,0.31385,-0.18001,-0.84841,-0.63108,0.91504,1.71265,-0.18230,1.33507,0.55690,-0.52385,-1.76675,1.39872,-0.27191,0.70451
5.77233,9.00434,1.01751,0.06948,1.42929,1.46906,-1.31806,-0.08258,0.51375,-1.19681,-0.52454,0.27206,0.55917,-0.02644,0.05829,-0.02106,-0.01244,-0.11189,0.03454,-0.05810,-0.02693,0.01075,0.05683,-0.09832,0.01797,-0.06718
1.50443,2.37243,0.57858,0.26998,1.62215,1.43882,0.31109,0.37197,-0.35746,0.35415,0.21768,0.35960,0.19042,-0.21635,0.13243,-0.25159,0.25722,0.21202,0.21602,0.07846,0.06490,-0.51458,-0.21672,-0.02718,0.11006,0.07820
2.67528,9.14394,1.30676,0.95598,1.66943,1.42833,2.57349,-1.93568,-2.89463,-0.64717,-0.86217,1.05019,0.48459,3.27824,0.16824,0.72735,-1.14909,-0.23140,-1.12324,-0.54168,0.43963,-0.49869,-0.40079,-0.41710,-0.47875,-1.65853
0.52819,4.35820,0.56195,0.74705,1.61478,1.47129,0.39547,0.56057,-0.30364,-0.04552,0.91251,-0.67383,0.18488,0.55720,0.46515,-0.40932,1.42680,-0.80438,0.98166,0.54979,0.33811,0.13313,0.07983,0.01033,0.32757,0.24928
2.39090,6.79745,1.21660,1.27932,1.57302,1.46306,0.04703,-1.09038,-2.80223,0.19821,-0.72187,1.57481,2.51292,-0.61049,-1.01962,0.67031,-2.19975,1.24617,-2.33686,-0.94288,1.01890,-0.55380,-0.09276,0.70291,-1.35214,-0.34015
2.54605,2.60915,1.22432,0.70918,1.75437,1.46590,0.54211,1.10831,-2.95066,-0.50996,0.79501,-0.83345,2.21432,0.09790,0.50820,-0.39837,1.22872,-0.84292,1.46686,0.72662,-0.54056,0.15460,0.48696,-0.38758,0.73889,0.16634
0.88111,7.66587,0.75411,1.17200,1.57838,1.45791,0.84293,0.29884,-0.60401,-0.49451,0.40061,-0.72342,-0.03570,0.10861,0.63592,-1.21792,0.08185,1.35931,-2.20985,-1.68197,0.60295,-0.24983,1.07341,-0.79911,0.70516,-1.19378
2.41113,3.07136,2.30388,0.61654,1.72535,1.47369,0.78957,0.33377,-2.96191,1.23263,-1.17677,2.02671,3.02452,-0.09206,-0.23227,1.12830,-0.68276,-0.61252,0.88804,0.67109,-0.30746,0.36963,-1.03765,0.52748,-0.02486,0.49481
2.17221,3.86896,1.19127,1.89123,1.63505,1.47139,1.45538,1.92289,-2.67281,-1.68160,-0.45166,-1.26432,-0.82701,1.17189,2.53690,2.52036,0.07898,-2.21113,-0.35673,-0.24449,0.35797,1.08248,-1.05525,4.56071,0.05389,-1.06096
1.19410,5.02724,0.56093,0.42222,1.71101,1.45918,0.32847,-0.70863,-1.48286,0.30589,0.01599,0.65092,-0.01437,0.57408,-0.51035,-0.56098,0.03377,0.40743,0.07544,0.04519,-0.03475,-0.16919,0.27626,-1.00535,0.39654,0.23311
0.98986,8.86039,0.62610,0.44619,1.76882,1.45849,0.07085,-0.93721,-1.33139,-0.03019,0.23250,0.40359,0.00640,0.52340,-0.33427,-0.53350,0.12990,0.21966,-0.11566,-0.10431,-0.23164,-0.04228,0.00868,-0.78478,0.48119,0.06873
1.61590,2.68178,1.15811,0.79231,1.72671,1.50466,0.36250,-1.91215,-1.97642,-0.85009,1.32986,1.20504,0.54034,0.58940,0.84734,0.48050,-0.11990,-0.07755,-0.47752,0.15581,-0.99648,-2.00342,0.56236,-0.61660,1.20153,-0.82864
2.18767,6.63506,1.60486,0.29584,1.61080,1.47004,2.57093,2.27431,-2.63076,0.41831,-0.13409,-1.38840,1.57309,1.02029,-0.39229,-0.22899,-0.00873,-0.22601,0.21940,-0.20456,0.27474,0.63600,0.02474,0.02383,-0.37379,0.43883
2.33170,5.57181,1.33745,1.27974,1.71943,1.44940,-0.23019,0.95482,-2.80839,-1.36596,0.64253,1.18325,0.39914,2.39928,1.58249,-0.00991,-1.07110,-1.16565,-2.11267,1.04215,-1.07048,-2.15573,0.51714,-1.40570,1.20346,-0.03206
3.72065,8.02498,2.24356,0.64991,1.58002,1.44559,1.13966,-1.30055,-3.86468,1.59596,6.21547,-0.23095,-0.22196,-0.67524,0.48940,0.25426,1.24510,-0.72222,0.52113,-0.61040,-0.25180,-0.67924,0.58514,-0.38694,0.00657,0.41685
4.07633,5.55527,2.29551,0.98517,1.72819,1.43934,0.38236,-3.95985,-4.49536,0.81986,0.37562,7.71391,-2.42348,1.78384,0.39887,-1.61760,-0.01768,-0.18660,0.82155,-0.35506,-0.00222,0.76974,-1.78981,-0.84095,-1.66629,0.51913
1.88421,4.73645,0.62227,0.13726,1.47547,1.49124,0.56428,0.23054,-0.62000,-0.31793,0.17995,-1.30785,0.89119,0.31197,-0.09966,0.06273,0.02365,-0.12141,-0.14699,-0.12812,-0.05454,0.15759,0.11716,0.10430,0.19221,-0.28523
3.19733,6.31328,1.36031,0.26082,1.86635,1.45101,0.16647,2.63634,-3.21205,-1.02937,0.11078,3.42106,0.39868,-1.71924,0.01511,0.16637,0.25650,0.24101,-0.45396,-0.01601,-0.39516,-0.35981,-0.54759,-0.53345,-0.22787,0.51907
1.57775,6.31912,1.02400,1.33034,1.44702,1.49083,1.01271,-1.01132,-2.20146,1.86329,0.36817,-2.04666,0.49089,1.08690,-0.29588,-0.31971,-1.17450,-0.93295,2.99596,2.85800,1.33436,2.09663,0.91040,2.37634,0.92376,-2.53517
1.98315,2.64815,1.35697,0.30276,1.65329,1.51058,-0.24322,3.01374,-0.16376,-1.82632,-1.89394,0.94261,-0.27707,0.27709,-0.01831,0.02384,-0.38154,0.14966,-0.13238,0.07617,0.05528,0.41033,-0.08909,0.05075,0.03148,0.35278
0.50994,7.09346,0.52575,1.26342,1.55010,1.43432,0.45328,-1.14523,-0.36460,0.18656,0.66159,-0.39310,0.49271,0.00645,-0.63488,-0.03150,1.05768,-1.17885,0.54291,-0.21284,-0.24578,-0.65169,0.65212,-0.50728,-0.43891,-0.70587
6.22006,7.22480,2.00430,0.40759,1.63035,1.49202,-2.30178,3.67741,-0.33123,-0.80115,-3.41440,1.28749,-1.92925,-0.10272,0.28018,0.27834,-0.32108,0.35717,-0.11463,-0.27298,0.06809,0.05630,-0.18081,0.05282,0.16635,0.21399
5.57040,9.08668,2.32067,0.81348,1.60114,1.46452,-2.02380,3.47459,-3.68609,-0.93892,-3.56956,1.34557,1.47916,-1.95952,0.21454,-0.42507,0.02048,0.05733,-0.22741,-0.66887,0.03616,-0.08688,-0.09365,1.26373,0.30150,0.60547
1.03972,7.45235,0.69850,0.20449,1.67058,1.46748,1.52455,-0.91881,-0.63524,0.72209,0.93645,-0.44604,1.98556,0.73066,-0.03557,0.09783,-0.10763,-0.05338,0.02396,0.16315,0.09502,-0.02347,0.02963,-0.26750,0.32475,-0.13314
0.73715,3.37323,0.71141,0.57000,1.54800,1.45890,0.31470,0.35069,-1.24043,-0.26314,0.24684,-1.29647,0.54943,-0.00324,-0.51351,0.55184,0.30927,-0.52915,-0.60412,0.77947,0.38665,-0.07255,-0.27830,-1.23973,-0.71663,1.33278
2.22979,10.01619,1.45449,0.75682,1.72634,1.47311,2.31181,0.18620,-1.94887,1.02824,0.34282,0.07439,-1.14862,-0.36351,-0.45989,0.43170,-1.05092,1.83528,-0.31855,-0.21215,-0.82423,-1.15321,-1.01737,0.67651,0.43078,-1.08397
1.94212,7.71783,0.45955,0.93054,1.62253,1.44920,0.21124,-0.14457,-0.37002,-0.55697,0.39567,-0.28878,0.62215,0.09361,0.77836,0.44347,0.02106,1.32993,-0.09662,-0.17518,0.73502,1.39117,0.54124,-0.28473,0.86856,0.76389
3.55049,5.81696,1.51800,1.14373,1.64350,1.46889,1.05890,0.10420,-3.23308,1.55898,1.58597,-0.11939,-1.13339,0.08704,-1.10523,-0.42571,-1.56140,-0.72277,0.23204,0.24057,-0.68343,1.27989,1.90258,0.08590,-0.83120,-1.60825
1.76788,3.67260,0.97870,0.89302,1.54722,1.46281,1.00813,-0.11409,-1.70405,2.00096,1.11115,0.66665,0.29274,0.17748,-0.03972,-0.42154,-0.54111,-0.50356,0.98762,-0.15145,0.84820,1.28398,1.64251,-0.00332,-1.03628,-0.06558
1.86474,3.29848,1.94198,0.23250,1.67140,1.52289,1.19546,-2.45004,-1.78987,1.79069,1.01254,3.13901,1.80052,0.72669,-0.05883,0.38725,0.14236,-0.31760,-0.01095,-0.12323,-0.26510,0.35609,0.04697,0.10055,0.44486,-0.10695
2.09977,5.06464,1.76943,0.23772,1.68688,1.52558,0.70056,-1.34678,-0.67419,1.28155,0.89699,2.45108,1.32342,0.96214,-0.04600,0.29636,0.13881,-0.28108,0.00976,-0.19741,-0.30403,0.28550,-0.00532,0.22755,0.42941,-0.11772
6.84354,3.14943,0.76323,0.71166,1.49378,1.48326,-0.15585,-0.62731,0.18718,0.88084,0.33108,0.72886,1.07269,0.67694,-0.77851,-0.25718,0.13280,-1.40185,0.07301,-0.36849,0.78942,0.98831,0.02859,0.15623,0.10167,-0.47913
5.43444,4.08962,1.38038,1.85799,1.55193,1.46689,0.22604,0.76595,-1.18357,-0.26459,0.89507,-1.12669,1.29743,1.00244,0.35247,-0.33718,0.32942,2.93005,2.30259,-0.43491,0.62902,-2.97312,5.86394,0.55703,2.74194,3.30514
3.15544,4.24759,0.42534,0.45432,1.56429,1.47524,-0.43434,0.05630,-0.59102,0.00362,-0.26903,0.37139,-0.35922,-0.56692,-0.52472,0.04617,-0.15998,0.80650,0.05706,-0.43953,-0.24146,0.87631,0.21527,0.48979,-0.11066,0.09824
1.82014,8.80191,0.98533,1.65420,1.63608,1.47789,2.42484,-0.98688,0.67254,-0.57434,0.12552,-0.02184,1.23932,1.09067,1.70786,0.37253,-0.48706,-3.20286,0.13033,1.38207,0.81815,-2.99128,0.29607,-2.07179,0.65977,-1.66733
3.44113,5.71462,1.38119,0.42109,1.49579,1.46694,-1.68156,2.03421,-1.99209,4.15248,2.79525,1.03716,-1.63918,1.29165,-0.37796,-0.14687,-0.15647,0.55965,-0.15724,0.01823,-0.32251,0.84521,-0.27972,0.35888,-0.58684,0.32119
1.76443,6.77996,1.12459,0.72665,1.75310,1.49356,2.70159,-0.10856,-2.38418,-0.60646,-0.14716,-1.02273,1.82888,-0.89524,-0.05614,-0.04762,-0.22657,0.25625,-0.80821,0.85823,0.39705,0.03945,0.24103,-0.40290,1.56375,-0.57357
2.79004,5.47883,1.87789,0.44670,1.62728,1.48521,-0.47309,0.49376,-3.12533,-1.26771,1.87928,-0.09021,-0.79475,2.01133,0.28852,-0.58276,-0.35741,0.15143,-0.68225,-0.06896,0.06601,-0.68146,-0.46305,-0.15157,-0.34943,0.14512
1.68252,4.31750,1.17807,0.42328,1.64736,1.44723,1.36146,0.87202,-1.82971,0.28203,-0.62295,1.16983,1.05182,-1.16836,-0.17400,0.13406,0.38757,-0.38190,0.59525,0.55881,0.23531,1.13706,1.01973,0.66396,0.50376,-0.32858
1.75444,5.31802,1.23234,2.10726,1.68187,1.45789,1.33786,1.24147,-2.27684,-1.18451,-1.03719,0.63499,0.03798,0.30358,-0.86991,-4.46060,-0.97568,0.22363,0.05245,5.64227,-0.36746,3.87166,-3.09226,3.50879,1.00686,0.18808
3.88588,5.65025,2.12920,0.23950,1.64298,1.45370,-0.20258,0.73195,-4.36055,0.91212,3.29903,-1.26521,0.92136,0.36361,0.11912,0.49161,0.23402,-0.07749,0.11305,-0.26436,0.10641,-0.41937,0.51744,-0.56448,-0.14725,-0.03237
1.44643,6.21742,1.12039,0.77756,1.66401,1.45009,2.05636,-1.07866,-2.04374,0.09779,1.16193,0.11070,0.68545,0.42969,-0.69215,0.16094,-0.01277,0.92367,-0.46255,0.30839,-0.41090,0.88453,-1.05190,1.50856,-0.17756,-1.11284
0.82990,4.21974,1.16437,0.47882,1.68417,1.45230,1.47114,-1.11006,-1.02466,0.69023,1.13987,0.33881,1.54259,0.51506,-0.41935,0.25099,-0.13067,0.39188,-0.00330,0.08144,-0.15153,0.21928,-0.18816,0.89294,0.06783,-0.58289
2.23516,7.51873,1.89981,0.10669,1.58175,1.45947,2.21166,0.52137,-2.31098,-1.25446,-1.06272,-0.34719,0.07429,0.29324,-0.08990,-0.04798,0.05651,0.10412,-0.12888,0.08872,-0.08710,0.18795,-0.03452,0.07502,0.07567,0.13327
2.54282,3.42994,1.08832,0.02051,1.66561,1.47616,-0.12588,-0.99298,-2.73886,-1.09509,0.39177,0.36205,0.21507,-0.44087,0.01012,-0.02502,-0.02207,-0.00219,0.03304,-0.01708,0.01549,-0.05361,0.02397,0.02574,-0.02188,-0.01242
2.58191,7.53644,1.84530,0.25520,1.69705,1.44305,0.58339,0.69629,-2.90644,-0.67492,-1.17567,-2.45379,2.65534,-1.72789,0.05210,-0.11520,-0.03709,-0.03023,-0.16918,-0.19498,0.37914,0.22595,0.11336,0.07595,-0.06876,-0.05279
1.18816,3.46509,1.16609,0.50382,1.70261,1.50150,0.79830,0.19622,-1.73164,1.08379,0.55253,1.43328,0.31962,1.72659,0.36111,-0.00200,-0.05044,-0.51433,0.52725,0.41225,-0.78366,-0.40073,-0.05507,0.12137,-0.02189,0.72276
2.03763,3.58353,1.02278,0.60374,1.60497,1.47291,0.45506,-0.78028,-2.16905,-1.25368,-0.90358,-1.59706,0.40511,-0.82220,-0.32257,-0.58754,0.72225,-0.29633,0.11827,-0.54379,0.79222,-0.03392,0.56802,0.30464,0.15750,-0.25741
2.51810,2.86619,1.65479,1.07373,1.64999,1.47162,-0.92625,-3.43963,-3.00129,-0.65304,-1.95814,-1.35723,0.35932,-0.05679,1.42621,0.36727,1.10958,-1.22034,2.08107,0.36761,-0.57269,-0.58002,-0.12836,1.45838,-1.29196,-1.24371
1.45276,5.23683,1.17944,1.37793,1.66113,1.41501,0.86871,-1.23939,-2.00548,-0.50018,-0.21175,0.12637,0.77808,0.37236,1.63283,-0.01059,-0.49529,-0.28260,3.06166,-1.15235,-1.39263,-0.15627,-2.17517,1.78676,-0.38720,-1.54986
3.90706,5.15331,2.07342,0.00721,1.69293,1.50446,2.48239,2.61444,-4.12400,-1.20347,-0.50714,2.01706,-0.60434,-1.45346,-0.01718,-0.00265,-0.00243,0.01362,-0.00204,-0.00226,0.01083,0.00038,-0.00075,-0.00992,-0.00001,-0.00920
1.64929,15.23849,1.51343,0.00739,1.52887,1.44229,-0.23489,2.09454,-1.98323,-0.68818,1.11680,-0.68340,1.32020,-0.23027,0.00984,-0.01927,-0.00181,-0.00623,0.00558,-0.01092,-0.00913,0.00226,0.00969,0.00673,-0.00012,-0.00624
3.41829,12.63962,1.99768,0.01413,1.57048,1.48335,1.14159,5.22048,-3.65164,-2.33442,-1.19645,-2.91746,1.34919,-1.44162,-0.01609,-0.03008,-0.00379,-0.02635,0.00166,-0.00806,-0.00029,0.01575,0.02009,-0.01313,0.01541,-0.00831
0.34966,7.94237,0.95017,0.07713,1.74621,1.47202,1.24146,-1.09372,-0.48816,1.91723,2.18630,2.02649,0.64050,1.93750,-0.00687,0.16652,0.06038,-0.04523,0.06304,-0.01427,-0.00154,-0.04926,0.07694,-0.02882,0.00830,-0.08819
4.09821,6.04245,1.50263,0.30472,1.63162,1.45743,-0.64310,2.12600,-4.44191,-0.50488,-3.11673,-1.97754,-1.78815,-2.25596,0.10117,-0.71871,-0.25696,0.16961,-0.11106,0.01758,0.03733,0.22473,-0.14218,0.12385,0.01318,0.33472
2.26601,4.40761,1.04246,1.36031,1.70420,1.49873,-0.66009,0.77804,-2.68370,0.01527,-1.22404,-0.01248,-0.11978,-0.88431,1.97952,-0.95899,1.82844,-2.03120,1.36231,-1.31426,3.02014,0.39984,-1.30198,0.32560,-1.49749,0.54717
3.92175,2.81905,1.91943,0.79714,1.57115,1.43084,0.38298,1.85572,-4.06103,-0.55206,-1.56224,0.16241,1.41819,0.32497,-0.75866,1.47692,0.67275,0.06240,1.62741,-0.13612,0.64016,-1.44751,-0.38721,1.72874,0.74009,-0.86313
0.42561,6.52056,0.82117,0.54493,1.76310,1.49795,0.96412,-0.68387,-0.70431,0.14847,0.58617,-0.34350,1.78236,0.22163,0.31248,-1.01608,-0.39870,-0.08594,-1.14632,0.09068,-0.33502,0.93577,0.28764,-1.21300,0.14381,0.68943
3.15031,5.07806,1.89724,1.11866,1.56590,1.43451,0.78929,2.47550,-3.71716,-1.31938,0.62227,0.72474,-0.66083,0.79592,-0.51281,1.55053,0.69936,0.27215,1.59958,0.99550,0.74107,-1.42013,-1.68071,2.10533,-0.39417,-0.31214
1.69407,5.70537,1.56673,0.60391,1.71212,1.43970,1.56329,1.33054,-1.86296,0.07618,-0.87591,-1.84428,0.93592,1.06201,0.65057,-0.39197,-0.11178,-0.43033,-0.09927,0.34831,-0.83902,-0.46183,1.08355,-0.25662,-0.61445,-0.34619
1.83792,4.99445,1.14170,1.44395,1.55072,1.49064,1.88068,-0.63190,-2.34985,-1.41161,0.37996,1.52071,0.91736,-0.00430,-1.20557,0.88948,0.46187,0.98919,1.02804,-0.95494,1.56071,1.29151,-2.45496,0.69381,1.18555,0.84741
1.98445,5.15651,1.04296,1.80265,1.55051,1.48034,1.54196,-0.59663,-2.11035,-0.98504,0.37278,1.37626,1.22336,-0.21922,-1.34123,0.90139,0.59756,1.30251,0.71116,-1.70910,2.17469,1.77217,-2.72810,0.98746,1.70444,1.84144
1.64304,2.42610,1.88271,0.54369,1.74202,1.48674,-0.46968,3.77799,-1.64549,0.13543,1.79116,-2.13361,-0.41925,-0.36823,0.66505,0.11431,1.06436,-1.08360,0.57276,0.34841,0.22253,0.42996,-0.38437,-0.15782,0.52002,0.40547
1.22330,9.38931,0.71138,1.71405,1.62707,1.41503,1.03573,-0.89458,-1.73469,0.36558,-0.55083,0.35271,0.92045,0.05010,0.80454,-0.16182,-0.35095,5.01065,1.58239,-0.47740,0.24850,-0.83958,0.46940,1.18005,0.55824,-0.49120
