beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,lambda_manual,lambda_acclka,gamma_manual__1,gamma_Z_manual__3,gamma_Z_manual__4,gamma_Z_manual__10,gamma_Z_manual__11,gamma_Z_manual__13,gamma_Z_manual__14,gamma_Z_manual__17,gamma_Z_acclka__2,gamma_Z_acclka__3,gamma_Z_acclka__5,gamma_Z_acclka__6,gamma_Z_acclka__7,gamma_Z_acclka__8,gamma_Z_acclka__9,gamma_Z_acclka__11,gamma_Z_acclka__12,gamma_Z_acclka__14,gamma_Z_acclka__15,gamma_Z_acclka__16
2.38720,9.18233,1.33146,0.80567,1.67984,1.40936,0.77221,-0.64376,-2.58845,-0.31166,0.48291,1.54514,1.84679,-0.32008,-0.67506,-1.00772,1.40265,-0.56682,0.23088,-0.13681,0.62345,-0.97488,0.48719,0.84562,0.35207,-0.76228
0.43921,3.30724,0.61014,0.85052,1.67145,1.48555,0.90956,-0.01091,-0.50461,-0.18609,-0.02236,0.16690,0.20538,1.73055,0.56200,0.37476,-1.28079,0.76455,0.36759,-0.12304,-0.02370,0.51436,0.13345,0.33063,0.76117,-0.01276
4.05085,8.75618,2.62137,0.66444,1.62064,1.44463,-1.43304,-0.83462,-4.46335,1.40731,1.77440,-0.58606,2.90945,-3.64856,-1.47668,0.95108,-0.27069,-0.15803,-0.26166,-0.10399,-0.08114,-0.86489,0.20451,0.50574,-0.02114,-0.47406
3.77707,4.97370,0.99602,1.10515,1.72808,1.47625,0.36251,-0.12139,-4.04169,1.50778,2.11549,0.81880,1.47258,-1.34378,0.85259,-1.13355,0.18978,0.83841,-1.95372,1.63670,-0.21665,-0.57896,2.35778,0.37836,-2.17931,-0.44447
4.01132,6.72650,1.27343,0.46575,1.65824,1.44176,1.22177,-0.46403,-4.18609,-1.04792,-0.04782,0.13591,2.13748,-0.47758,-0.60845,-0.51388,0.70628,-0.54283,-0.24756,-0.47475,-0.26219,0.11255,0.17781,0.19120,0.01275,-0.71736
1.80839,5.40928,1.05313,0.11171,1.72532,1.43359,0.66465,0.34824,-2.39957,0.23790,0.16339,0.20098,-1.21464,-0.35044,-0.21273,-0.09004,0.14126,-0.10229,-0.05885,-0.03199,-0.04255,0.05961,0.04345,-0.09824,-0.03493,0.00593
2.07114,4.42104,1.23196,0.42040,1.74657,1.40195,0.35489,-0.33282,-2.26211,-0.60921,1.40674,-1.80401,0.64066,0.14490,-0.86414,0.37749,0.07233,-0.30852,0.10929,-0.02515,-0.51943,-0.19885,-0.10016,0.04362,0.34768,0.86194
1.47602,8.72668,1.75400,0.34330,1.72127,1.46970,0.79654,2.49905,-1.30391,-0.49340,-1.45580,1.97753,0.82657,0.87999,0.45706,-0.19273,0.24789,-0.10984,-0.47545,-0.08757,0.08759,0.59317,0.07806,-0.20480,0.23300,0.50520
1.01332,7.88501,0.92034,0.35182,1.91721,1.46305,0.58052,-1.10342,-1.20847,-0.01366,0.46189,0.66882,0.72804,-0.19128,0.40641,-0.52149,0.11155,0.13412,-0.31274,0.24090,-0.27597,-0.38104,0.21211,-0.70713,0.02295,-0.05055
2.32386,5.15368,1.05786,1.48814,1.59915,1.42226,2.07863,0.36015,-1.89541,-0.65063,-1.71961,2.17876,0.41452,0.07483,-2.05884,0.70722,1.30832,-1.24792,-0.76667,2.32296,1.99429,0.27884,-0.16416,1.16338,-0.64644,2.00203
1.89106,7.51392,0.72400,0.45598,1.60727,1.50849,0.07848,0.41838,-1.65588,0.14305,0.83067,0.23265,-1.22822,0.73968,0.22093,-0.18171,-0.22768,0.43891,-0.72270,0.31893,-0.30933,0.22918,0.55383,-0.00465,-0.67504,0.15320
2.24644,6.42895,1.11966,0.23023,1.61722,1.48584,0.57267,0.37200,-2.25155,-2.25953,3.07230,-0.78116,1.65183,0.74256,-0.06716,0.17628,0.13284,0.01166,-0.15209,0.24558,0.16115,-0.12261,-0.37386,-0.05656,0.15125,0.04330
2.54066,5.18833,1.21412,0.27329,1.69710,1.43527,1.81983,-0.31413,-2.26191,2.70464,-2.35690,0.25515,-0.26386,-0.83548,0.22906,-0.12799,-0.03195,-0.04052,0.22449,-0.27977,-0.00458,0.10952,0.22543,-0.08270,-0.18660,-0.05076
1.26196,5.95581,0.79547,0.57984,1.63364,1.47730,-0.33052,0.20615,-1.66164,0.07153,2.20556,0.67629,0.38053,0.25924,-0.84337,-0.28053,-0.25965,-0.44753,0.02732,-0.11154,-0.84984,-0.21772,0.48828,0.21274,0.34789,0.90013
0.76335,8.38133,0.84517,1.20257,1.57240,1.45660,1.53318,-1.25667,-1.29717,-0.60054,-1.00705,-0.27875,1.20084,-0.15528,0.13816,1.51530,-0.92277,0.87386,-1.61625,0.48070,0.44207,1.66940,-1.59993,0.56684,-1.52455,0.25753
1.82437,8.86886,1.14529,0.91745,1.66341,1.49187,1.39782,-1.11958,-2.25302,0.63538,-0.43115,-0.86134,0.05013,-0.41375,-0.49220,-0.64508,1.10287,-0.27308,1.18121,1.59236,-0.52720,-0.19100,-1.15154,0.66595,0.01904,-2.09279
0.90949,3.60561,1.20349,0.29133,1.68033,1.42531,1.33030,0.84364,-1.40979,-0.26826,0.14809,-0.56687,0.72639,0.51724,0.08068,0.12260,-0.22598,0.12271,-0.40275,-0.14696,-0.13637,-0.06182,-0.22715,-0.24652,-0.11687,0.74567
1.36590,8.67683,1.13066,0.03433,1.80926,1.47479,0.62643,1.26189,-1.83467,-0.50929,-0.60725,1.42674,0.32846,0.56460,0.01089,-0.03027,0.00309,-0.05272,0.07444,0.03387,-0.00805,0.02791,0.02291,0.00653,-0.02333,-0.01859
1.20195,5.70457,1.25900,0.10450,1.61294,1.47135,0.88686,-1.19813,-1.59008,-1.04408,3.10464,0.50606,0.68763,0.69486,0.16525,0.09018,-0.15345,0.14588,-0.02502,0.10058,0.00193,-0.02858,0.05654,-0.13932,-0.04374,0.03122
0.99429,8.25008,1.32614,0.30849,1.91317,1.45452,0.32118,-0.13200,-1.32535,0.72814,1.58052,-1.58643,0.59054,-0.88142,0.18605,-0.53446,-0.29326,0.03534,-0.16040,0.54492,-0.38375,-0.65721,0.08567,0.12447,0.28200,-0.08309
1.75981,9.24399,1.10139,0.49037,1.75037,1.49206,-0.68891,-0.75203,-0.83483,0.24150,0.86989,-1.00372,-0.47516,-1.01279,0.56029,-0.54482,-0.68330,0.16957,-0.28977,-0.05195,-0.35914,-0.38343,0.16503,0.05751,-0.03119,-0.45576
2.70762,8.12883,1.15987,0.99501,1.53838,1.42535,2.42983,1.05683,-2.11853,-1.56176,1.10144,0.22523,1.18873,2.28101,-1.54271,1.37472,0.77756,-0.00953,0.89689,0.60147,0.06649,0.17533,-1.26015,-0.35183,0.09765,1.66923
2.25856,10.18699,1.06969,1.43928,1.78336,1.49578,1.43735,-0.90517,-2.20479,0.85207,-1.06462,-0.21052,-0.42329,-1.23241,2.14784,-2.76417,-1.33645,-0.05845,-1.46008,-0.68394,0.12544,0.11729,1.15669,0.02616,-0.06715,-2.32610
2.56283,10.58458,1.37678,0.27213,1.71350,1.49275,2.89686,-0.00018,-2.30827,-0.92625,-0.55912,0.73029,1.01587,-1.11966,0.19247,-0.40529,-0.05550,0.10482,-0.00655,-0.10632,-0.13344,-0.32640,0.53619,-0.03378,-0.14634,-0.36608
0.69808,12.02136,1.04675,0.30643,1.68265,1.43777,1.25198,-0.84172,-1.37062,-0.28092,-0.65319,1.23995,1.16860,-0.45104,-0.91937,-0.23756,-0.44502,-0.30963,-0.08571,0.12269,-0.08148,0.61401,0.64456,0.19093,0.27034,-0.39843
2.46842,5.54709,1.52977,0.34567,1.64252,1.47601,0.64884,2.69981,-2.70156,2.37443,1.73071,-2.08599,-0.13787,0.98116,0.96023,0.29338,0.57592,0.53608,0.47483,-0.10819,0.17018,-0.61425,-0.49401,0.19086,-0.14814,0.31751
1.11223,5.65440,0.59840,0.42054,1.58759,1.43038,0.80110,-0.84014,-1.01559,-0.89324,-0.95011,-0.13006,1.08965,0.07704,-1.07098,-0.15198,-0.23726,-0.66057,0.09006,-0.21368,-0.04442,0.67218,0.54463,0.41295,-0.07462,-0.16104
4.91660,9.73016,3.23180,0.85803,1.71512,1.50382,-2.06361,4.62705,-5.39965,6.66590,6.01054,-3.58822,-3.57056,-2.88748,2.25054,0.29861,0.58079,1.07680,0.34938,0.19583,0.78227,-1.31513,0.64069,-1.05282,-0.03568,0.07900
1.54439,8.56578,0.74969,0.32721,1.56411,1.43729,0.86149,-1.08828,-1.82374,-1.44307,-1.25456,0.78139,1.53451,1.32050,-0.67137,-0.17646,-0.18201,-0.54990,0.14190,-0.09527,-0.38537,0.47154,-0.08937,0.50070,0.12268,-0.00173
1.96775,10.00559,0.99711,0.36214,1.60927,1.42198,-0.32807,-0.09930,-2.47252,-0.76105,-1.48792,0.89759,-0.19250,1.83359,-0.24475,-0.50198,-0.71647,-0.72942,0.40879,-0.45901,0.16765,-0.04660,0.19034,0.26749,-0.17590,0.25122
2.81194,6.56040,0.99175,0.86721,1.67326,1.53046,0.00278,-1.83593,-3.03289,0.57839,0.73722,0.16464,1.21610,0.94030,0.50450,1.37987,0.79346,0.77222,-0.22375,-0.28631,1.14137,-0.50021,-0.23206,-0.16243,-1.21878,-1.07438
3.14703,6.43271,1.37076,1.46402,1.64389,1.50337,-0.47371,-0.27453,-3.27409,0.30120,-0.95350,-2.14894,1.69776,0.33607,-1.35744,2.15511,0.03243,-0.12752,0.74115,1.56564,2.02525,0.06811,-0.74969,1.59876,-0.16977,0.08732
2.94046,7.91395,1.08778,0.66985,1.76157,1.51019,0.74952,0.59529,-3.11047,-0.43039,-0.82633,-1.73226,0.84290,-0.08108,-0.18166,0.93041,-0.00031,0.22579,0.60726,-0.55096,0.49174,-0.14696,0.16823,0.52101,0.84530,-0.43401
0.88116,5.89312,0.97601,0.29953,1.51226,1.42747,0.36950,-0.05205,-0.98223,-0.61032,1.06895,0.71866,0.63429,0.79473,0.14777,-0.54042,-0.01805,0.22121,0.47270,0.42524,-0.39071,0.33770,-0.43817,0.60252,-0.25075,0.14173
5.98583,6.14617,2.35619,0.64434,1.67608,1.50269,0.18459,0.75061,-6.42213,1.02248,-2.96140,-0.63754,-1.30682,-1.57961,-0.48890,0.47944,-0.02434,-0.55746,-0.81829,-0.96730,0.68632,-0.46691,1.20308,-1.31700,0.55488,-0.28738
6.69203,9.95510,2.56127,1.36938,1.72608,1.47098,-3.10826,-3.93090,-7.33762,-3.63573,-0.50699,4.10498,2.58026,-0.79829,-0.89102,1.10033,1.38115,0.87376,0.22352,-0.60465,-2.29790,-1.05707,0.51422,1.96397,-0.62470,-0.64993
3.45452,7.11063,1.86068,0.47568,1.51662,1.44283,2.42844,2.05384,-3.42806,1.15652,0.98671,-2.42925,-1.23651,0.13862,0.42441,-0.75142,-0.38043,-0.56150,-0.07106,0.47019,0.77027,0.60892,-0.01352,-0.49310,0.14471,0.14138
3.38279,5.22894,1.62059,1.35521,1.55339,1.43065,0.77825,-0.74730,-2.87142,-1.87714,-0.86797,-1.14437,-0.10941,1.88476,-0.43685,1.77009,0.73781,-1.53947,0.44844,1.39356,-1.12587,-0.28337,-0.13465,1.97585,-1.26782,-1.72122
2.20769,4.22986,1.11313,0.39795,1.70513,1.47802,0.20178,-0.50006,-2.48119,0.12549,-0.93323,1.40709,-0.74885,-1.44049,-0.03353,-0.36126,0.09057,0.35253,0.08332,-0.38536,0.38337,-0.19068,-0.54134,-0.65407,0.33386,0.22161
1.04693,5.58540,1.45773,0.70021,1.55707,1.45949,1.38416,0.59618,-1.21079,-0.96264,0.73405,-0.31940,2.76188,2.52446,0.04128,0.57023,-0.14856,-1.02326,-0.26693,0.68299,-0.70055,-0.00549,0.99136,1.21651,-0.50614,-0.27825
1.90611,4.61782,1.47927,1.92156,1.65141,1.43614,1.38543,-0.65931,-2.16030,1.86495,-0.82231,1.78546,1.47667,-0.44970,1.98767,-1.08542,0.82367,-0.86856,0.91914,1.46358,-0.41240,-1.03988,1.98923,1.58654,-0.68480,1.01966
1.64463,4.77590,1.53580,0.45136,1.69373,1.45269,0.32459,1.40626,-2.14557,1.22100,-0.01583,2.19481,0.59683,-0.63179,0.27795,0.74634,-0.56893,-0.28428,-0.31033,-0.39259,0.78285,0.85474,0.22839,-0.43741,-0.29919,0.27380
2.23994,3.40907,1.24429,0.67368,1.73374,1.49178,0.47009,0.37687,-1.96788,2.25565,-1.41439,0.89481,-0.66347,-0.61653,0.47092,0.77333,-0.43132,0.25492,-0.90244,-0.39265,1.44662,0.99969,0.20801,0.12075,-0.46165,0.05669
3.13660,15.65383,1.47217,1.08392,1.49621,1.43441,1.17040,-0.45738,-2.97439,-2.59600,2.94623,-0.13144,1.12807,0.63779,-0.60652,-1.07052,0.71501,-0.45176,1.71975,0.37119,-1.98280,-1.60746,0.04467,-0.02236,0.92966,-0.16943
0.26836,3.46421,0.38444,0.33291,1.89732,1.49840,0.36835,-0.02650,-0.71342,0.60383,-0.23095,-0.27442,0.14013,0.01866,0.03010,0.40536,-0.09192,0.28489,-0.12942,-0.23743,0.53956,0.32475,-0.02048,0.11870,-0.18598,-0.06025
0.77069,6.17249,1.65210,1.19436,1.64655,1.43859,2.80016,0.62862,-1.54796,1.11956,0.98093,2.05765,1.32224,0.42610,-0.60632,-0.89802,0.85689,0.48427,0.45876,-1.30806,-2.45252,-1.41851,-1.86320,0.32579,0.75625,0.28393
0.80969,5.28351,0.91330,0.80204,1.70409,1.48859,1.71912,-0.03741,-0.64288,-0.36500,0.18735,-0.07290,0.75729,0.88051,0.54255,-0.60480,-0.74484,-0.22931,0.58407,-0.95061,-0.31911,0.95188,-0.12157,-0.66040,-0.34173,0.48845
0.62226,4.31409,1.61230,1.08307,1.86110,1.46780,1.70904,-0.05122,-0.41807,0.13649,0.48403,1.26326,3.00187,-0.03875,-1.86703,0.04523,0.23160,0.03352,1.29729,-1.10672,-1.14811,0.94219,0.70679,-1.70193,-1.74804,0.58447
0.51986,3.83765,1.36818,0.13597,1.72128,1.49105,1.66443,-0.07667,-1.04661,0.98506,0.32708,0.41093,0.31776,2.13553,0.16432,0.01955,-0.11239,-0.08415,-0.02209,-0.22322,0.03477,-0.14095,-0.25466,0.07507,-0.21926,-0.05515
2.24443,4.65096,1.63523,0.12633,1.62997,1.43081,1.16330,2.45933,-2.66358,-0.52334,-0.01149,-1.01458,1.22750,-1.36275,-0.10627,-0.00585,0.18288,0.05273,0.05495,0.20455,-0.03304,0.04083,0.32806,-0.02952,0.20795,0.03871
0.50735,7.51621,1.17776,0.30373,1.72612,1.49843,1.09218,-0.92608,-1.10413,0.32571,1.44817,0.32220,0.33553,1.89782,0.32372,0.05480,-0.46185,-0.20429,-0.03992,-0.44131,0.10269,-0.10283,-0.43932,0.09161,-0.44740,0.07198
1.40496,4.43787,1.57961,0.21222,1.61381,1.46585,2.81882,-0.31461,-1.62234,0.59158,2.21094,0.57888,1.28724,2.07290,0.41497,0.10760,0.00987,-0.52984,0.22435,-0.09544,0.02433,0.01256,-0.10925,-0.22841,-0.04418,-0.02721
0.48627,5.04044,1.11866,0.81288,1.72474,1.44865,0.91791,0.04691,-0.56200,-0.06483,-0.26162,0.00895,0.69162,0.52725,-0.98175,0.03805,-0.27388,-0.01906,-0.23396,0.50137,0.59619,0.29493,-0.44890,-0.61413,0.50180,3.19918
1.81690,5.50414,1.58108,1.07777,1.60101,1.49452,1.76300,-0.00448,-2.36026,-1.66555,0.72873,-1.00589,0.32862,0.51151,1.36046,-0.13045,0.45148,-0.66685,0.95628,-0.21794,-0.58482,-0.42058,1.24893,0.40799,-0.30363,-4.05638
0.77685,7.80260,1.05131,0.83255,1.65569,1.47380,1.03352,-1.07126,-0.94660,-0.01518,-0.44539,-0.16245,1.78090,0.72339,-0.81322,-1.14413,0.28412,1.07152,1.98480,0.19302,-1.79084,0.21061,0.85779,-1.41966,-0.71256,-0.06034
4.69083,3.95841,2.17027,0.76859,1.68062,1.45161,-0.45329,2.40871,-4.96551,-3.88662,2.77571,1.60616,-3.00748,-3.10419,0.81369,0.95479,-0.29298,-1.00462,-1.37887,-0.21198,1.54301,-0.15363,-1.10150,1.42153,0.77176,-0.10353
2.77045,6.73530,1.37168,0.71977,1.57231,1.49414,-1.25279,1.17083,-2.97840,-0.56385,1.43162,1.02423,-0.23410,-1.21099,1.53418,0.05262,0.08859,-1.02485,-0.25562,-0.82380,0.51627,-0.96651,-0.39892,0.70456,0.61204,0.02942
1.35557,3.63279,1.09316,1.20761,1.73677,1.44610,2.66451,0.46191,-1.65933,-1.16229,-0.14623,-0.20311,0.87515,0.54730,-1.62520,0.12559,1.25707,3.44923,0.82156,-0.84911,-0.31090,1.96183,1.35723,-1.42806,0.47696,-0.05048
0.12858,9.37924,1.08116,0.29927,1.77213,1.42416,1.12012,0.57396,-0.30563,0.47945,0.14879,0.35804,1.83697,0.19896,0.42024,-0.56331,0.56612,0.10618,0.19652,-0.34758,0.12715,-0.39753,-0.08201,-0.11985,0.09157,-0.24224
1.06303,3.88427,1.00936,2.15959,1.71951,1.43231,1.17392,-0.55176,-1.50540,-0.14643,1.21605,0.65557,-0.30892,0.90104,-1.29679,-1.86792,0.06722,-0.77105,0.87998,-0.43528,1.96275,-1.54579,-1.32974,-0.61087,-1.03121,1.83386
0.61067,6.82226,0.49376,0.11974,1.72764,1.48684,0.45663,-0.20461,-1.21943,0.03630,-0.30450,0.15081,0.60324,-0.12895,0.07752,0.13463,-0.00524,0.04052,-0.15670,0.15359,0.00366,0.04026,-0.05052,0.02490,0.10855,-0.11583
0.83629,7.33283,0.44096,0.21022,1.79732,1.47567,0.55557,-0.06080,-0.91756,0.01752,-0.38186,-0.12216,0.72830,-0.09086,0.37692,0.41278,-0.03638,0.16211,-0.24240,0.31263,-0.14784,-0.09758,-0.01752,0.00066,0.34171,-0.25254
0.78839,8.09010,0.66673,0.03000,1.59819,1.47366,1.81154,-0.08931,-1.36459,-0.14224,-0.42894,-0.62174,1.92731,0.98840,-0.01087,0.01865,-0.01494,0.01471,-0.03162,0.00653,-0.02862,-0.04742,-0.04156,0.00198,0.02873,-0.00308
0.75171,10.72679,0.81075,0.46197,1.67507,1.45176,2.14780,-0.97142,-1.03594,-0.18895,0.34546,-0.21417,2.46055,0.79838,-0.06921,0.12917,-0.53332,0.22911,-0.81156,-0.05035,-0.11857,-0.80281,-0.75972,-0.02281,0.60643,0.22501
2.87945,11.80072,1.39928,0.55719,1.69263,1.46712,-1.09484,0.39153,-3.09847,-0.46882,1.33198,-0.37864,-1.01011,-1.11126,0.17855,0.43899,0.72956,-0.15553,0.58963,0.13928,0.06885,0.74792,0.43815,-0.17955,-0.73141,-0.27684
2.44915,7.34172,2.54588,1.48944,1.64401,1.45298,1.96571,1.52289,-2.56833,1.91461,0.34996,-2.26695,6.52860,0.68585,-1.76412,-0.91896,-1.32986,-1.23491,0.85464,-0.87924,1.75520,-0.47110,3.05180,1.97667,1.61072,0.96771
1.17142,7.34540,0.60613,0.62286,1.62743,1.48538,0.29059,0.36763,-1.16600,-0.18889,0.56827,0.27073,-0.72344,-0.10244,0.78918,0.36403,0.58816,0.30312,-0.09819,0.48029,-0.90272,0.15220,-0.44458,-0.53731,-0.52333,-0.29712
1.47779,7.34834,0.95691,1.01736,1.63301,1.45840,0.28089,1.16126,-1.95245,-0.63999,-0.29450,0.82829,-0.90927,0.01913,1.06639,1.25429,1.49332,0.46728,-0.90773,1.46557,-2.18314,-0.11313,-0.34095,-0.92953,0.29243,0.06208
1.25011,6.71079,1.36240,0.81931,1.61082,1.46570,1.55190,0.67072,-1.67714,0.41793,1.97015,1.49939,3.78160,-0.03431,0.17232,-0.92665,-0.80744,0.76191,0.24993,0.05339,0.17399,0.58498,-0.56747,0.49861,0.15438,1.15551
0.51155,2.74163,0.51721,0.50404,1.75195,1.48171,0.48470,-0.38064,-0.98207,-0.31004,0.20708,0.91576,-0.26215,0.48928,-0.04868,0.30123,0.00098,0.09574,0.52307,0.36165,0.07164,-0.85674,-0.49017,1.07396,-0.81449,-0.10269
1.94247,5.10156,1.64683,0.99839,1.75340,1.49759,1.31488,-1.26396,-2.61956,-1.64233,-0.35336,0.70801,0.39906,1.08114,-0.09998,0.83546,-0.64061,0.93799,-0.13110,-1.13976,1.03106,0.81433,-0.60235,1.86185,1.22280,-0.08738
0.67106,3.52600,1.24728,0.39290,1.68138,1.48590,2.14029,-0.16291,-0.85754,-0.00040,-0.17259,-0.37908,0.42238,-0.11957,0.04294,-0.13343,-0.36288,-0.26168,0.29461,-0.09487,-0.25621,-0.00645,0.14297,-0.42071,-0.49758,-0.44455
1.73851,6.88532,1.71426,0.75331,1.66603,1.51785,0.82149,0.44238,-1.89513,-0.82577,0.19788,0.27500,1.72567,1.28071,-0.36220,0.86351,0.13557,-0.39210,0.89909,-0.80271,-0.72561,0.10591,-0.84839,0.89445,0.65261,-0.00865
4.58105,7.11920,2.22694,0.06108,1.55674,1.41855,2.22286,-0.39927,-4.71896,-1.52579,1.41576,0.70590,2.38306,2.30058,-0.03904,-0.06503,-0.02742,0.05253,-0.00655,0.08041,0.04290,0.02254,-0.03701,-0.04363,-0.01678,-0.02315
1.20652,8.15857,0.69462,1.86475,1.75897,1.49940,-0.15487,0.12613,-1.61647,-0.84399,-0.09070,-0.00999,-0.33034,-0.69933,-1.60763,2.35839,2.13189,-2.25121,2.98215,-2.19371,-0.37904,-0.38134,2.67795,1.09770,-0.80982,1.64361
1.51071,8.92955,0.79931,0.58271,1.67155,1.46440,-0.66697,1.28458,-1.34571,-0.34223,0.39539,0.05792,-0.44574,-0.85000,-0.62506,0.17425,0.45246,-0.74253,0.57961,-0.54780,0.38903,0.09191,0.18376,0.07304,-0.26114,0.39993
4.49877,3.84056,2.62132,1.50345,1.61698,1.44517,5.79064,-1.69807,-4.80326,1.13813,1.97539,4.11318,2.67656,3.70073,1.10701,-0.15351,-1.40317,1.89430,0.40387,0.94638,-0.80633,0.48282,-0.45920,-1.40327,0.22571,-2.24081
1.46653,11.16266,0.90641,0.08664,1.62778,1.46391,-0.68117,0.49728,-1.72802,-0.07039,-0.55926,-0.48323,0.40927,0.53884,-0.03303,-0.05091,0.08229,-0.14714,-0.02608,-0.10017,0.00614,0.05617,-0.07906,-0.01966,0.00977,0.06727
2.03015,9.08436,1.07469,0.07911,1.61120,1.44778,0.64862,-0.86316,-2.26744,0.44347,-1.71425,-0.15315,1.04961,0.96328,0.02143,-0.05333,0.01609,-0.12764,-0.03778,-0.07908,0.09420,0.09959,-0.09104,0.05257,-0.04668,0.07422
1.74360,7.10494,1.32444,0.86603,1.74834,1.48825,0.85477,0.83819,-2.13117,-1.30028,2.10175,-0.00708,-0.43676,-0.79922,-0.12363,0.52354,-0.13020,0.82159,2.05820,0.50425,-0.51742,-1.14400,0.53792,-0.18296,0.40530,-0.83611
1.66713,4.50297,1.27516,0.43493,1.70985,1.48475,-0.40708,1.11131,-1.90122,-0.95466,1.00929,-1.05499,3.29947,-0.19685,-0.09799,0.37689,-0.07128,0.80240,-0.02289,0.46660,-0.52648,0.13069,-0.17613,-0.58719,-0.14273,-0.17700
4.00506,5.01231,2.60006,1.42242,1.54975,1.47896,2.70719,-3.13697,-4.00074,-2.40970,-1.80162,2.55158,-1.87449,-0.26644,-0.44372,-0.72655,0.85714,0.91799,-0.12905,-1.41313,1.51460,-0.37289,0.44066,1.01009,0.57723,-0.48470
0.86815,6.68129,0.72048,0.57758,1.86450,1.48177,-0.08316,0.07328,-1.21538,-0.24035,0.10347,-0.46465,1.06145,-0.51437,0.61529,-0.35318,-0.37221,-0.79630,-0.31504,-0.43447,0.29516,-0.05081,0.83766,1.16104,0.01654,0.47028
0.56146,5.28323,0.58728,0.39937,1.90475,1.45320,0.29370,0.77426,-0.97584,-0.25141,-0.07745,-0.46431,0.42411,-0.00398,0.65184,0.38862,0.02796,-0.49304,0.38809,0.16066,0.02439,-0.52380,0.52082,0.54014,-0.07228,0.53084
0.60968,5.86873,0.63617,0.53279,1.89449,1.45188,0.36307,0.70054,-1.05388,-0.25320,0.00516,-0.33930,0.58990,-0.02406,0.78375,0.43476,0.05668,-0.62705,0.36481,0.08469,0.15995,-0.77643,0.61109,0.54748,-0.10557,0.52720
0.50073,7.12233,0.59868,1.51782,1.80986,1.45053,0.72977,0.66921,-0.62947,0.31559,-0.33665,-0.56289,0.15869,-0.00187,1.55252,0.51750,-0.21548,-1.09947,1.26444,0.52520,-0.39829,-0.70763,1.81820,0.06579,1.53072,1.05363
0.71300,6.46493,0.63135,0.28530,1.76036,1.46750,0.73009,-0.01003,-1.00083,-0.28341,-0.03470,-0.83315,1.03591,1.03052,-0.00268,-0.23541,0.39715,-0.11209,-0.06628,-0.39365,-0.10209,-0.00961,-0.01028,0.27093,-0.21391,0.23023
1.58920,3.02001,1.62888,0.05410,1.64476,1.47037,2.53150,0.28587,-1.69650,0.32457,0.49315,1.29043,-0.19607,-0.60154,0.00109,0.04427,-0.07263,0.03218,0.03113,0.06229,0.01264,-0.02067,0.05977,-0.08229,0.02940,-0.06603
2.49079,7.62951,1.47920,0.38795,1.64897,1.45115,-0.09956,-0.21884,-2.70010,-1.73615,0.68466,-0.84107,1.11159,1.71692,-0.06527,-0.24243,0.54517,-0.30972,0.15679,-0.56929,0.27588,0.02067,-0.35101,0.78151,-0.04308,0.64253
0.62947,3.32395,0.90522,1.20868,1.67825,1.51577,0.99875,0.33859,-1.26492,-0.05891,0.19926,-0.84541,0.79887,-0.57176,-0.94567,-1.12359,-1.30696,2.75220,-0.39971,0.73940,0.14158,0.93606,0.85615,0.24149,1.47802,-0.84936
1.95888,7.70024,1.62144,0.45521,1.62301,1.51250,0.16025,-0.34993,-1.94094,-1.37176,-0.21121,1.72865,0.59046,4.94343,-0.11941,0.53638,0.13443,-0.34096,0.21908,0.72843,0.13262,0.49230,-0.01331,0.95886,-0.01641,-0.63824
1.53634,11.83983,1.71449,0.13929,1.62476,1.43153,1.58326,-0.38942,-1.46736,1.07478,-0.33850,0.81473,1.43786,3.05809,-0.21343,0.04456,-0.03920,0.11309,0.14943,-0.09002,-0.11304,-0.22266,-0.06068,-0.05547,0.17422,-0.16584
1.90332,12.40091,1.73540,0.18772,1.62345,1.43298,0.60764,-1.32181,-1.90979,2.41720,-0.29854,1.41362,2.79065,3.06015,-0.33826,0.26419,-0.10901,0.10744,0.21416,-0.07683,-0.16078,-0.11929,-0.12308,-0.03489,-0.10985,-0.19187
0.34023,9.31595,1.28341,2.11411,1.73020,1.43201,4.32927,0.67361,-0.46598,1.32783,-0.00351,-0.08264,0.30738,-0.11569,-5.89593,0.85232,1.29424,2.17880,-0.67439,1.66268,0.70900,0.41103,-1.46356,-1.86253,0.24136,0.63696
1.94479,3.97334,1.05614,0.10334,1.65630,1.48386,1.39788,-1.69817,-2.19643,-0.83710,0.84962,-1.25693,0.98118,1.34566,0.15449,-0.02626,-0.16083,-0.05655,-0.12930,0.22899,-0.13532,-0.04597,0.10433,0.00242,-0.04831,-0.01593
1.63108,7.16880,1.48241,0.31888,1.62174,1.46758,-0.30245,2.89446,-2.09773,0.83416,2.44114,1.01220,0.80365,-0.86374,-0.41792,0.21014,0.32609,0.09901,0.44564,-0.56812,0.39688,0.18995,-0.40384,0.01308,0.07903,0.03006
7.40662,9.81137,2.70100,0.55834,1.63112,1.46950,1.62913,-5.29964,-7.51002,-6.08982,-1.02916,-0.61126,-1.76064,0.60746,0.69770,-0.39490,-0.53827,0.17602,-0.29019,1.00027,-0.89044,-0.34858,0.38929,0.10850,-0.03728,-0.23591
